HomeID,VisID,Season,Week,HomeBCSSOS2,HomeRPI2,AwayBCSSOS2,AwayRPI2
194,77,2001,7,-2.419753086419753,-0.14814814814814806,-2.419753086419753,-0.14814814814814806
2509,2294,2001,7,-0.2098765432098765,2.4259259259259265,-0.2098765432098765,2.4259259259259265
193,2084,2001,7,-2.1875,-3.390625,-2.1875,-3.390625
275,84,2001,7,-2.08,-0.3600000000000001,-2.08,-0.3600000000000001
120,59,2001,8,0.1386666666666667,5.204,0.1386666666666667,5.204
21,2439,2001,8,-4.7733333333333325,-4.9799999999999995,-4.7733333333333325,-4.9799999999999995
2579,8,2001,8,-2.472,1.2959999999999998,-2.472,1.2959999999999998
2199,2050,2001,8,-1.76,-5.82,-1.76,-5.82
2459,2309,2001,8,0.6666666666666666,-0.49999999999999994,0.6666666666666666,-0.49999999999999994
249,2393,2001,8,-0.35333333333333333,-5.7025,-0.35333333333333333,-5.7025
2509,130,2001,8,3.25,4.9375,3.25,4.9375
2638,62,2001,8,1.7546666666666668,-0.284,1.7546666666666668,-0.284
142,66,2001,8,0.1875,-0.04687500000000001,0.1875,-0.04687500000000001
277,87,2001,8,4.976,2.0319999999999996,4.976,2.0319999999999996
245,38,2001,8,-0.5566666666666666,2.7325000000000004,-0.5566666666666666,2.7325000000000004
2335,2116,2001,8,0.0,0.0,0.0,0.0
2440,2348,2001,8,-0.9208333333333334,-5.003125,-0.9208333333333334,-5.003125
2483,25,2001,8,-0.47733333333333333,3.1919999999999997,-0.47733333333333333,3.1919999999999997
2641,2306,2001,8,-0.7395833333333334,-0.4296875,-0.7395833333333334,-0.4296875
278,36,2001,8,0.6916666666666668,3.66875,0.6916666666666668,3.66875
276,2084,2001,8,-0.5750000000000001,0.94375,-0.5750000000000001,0.94375
265,24,2001,8,-1.3833333333333335,4.7124999999999995,-1.3833333333333335,4.7124999999999995
151,349,2001,8,-0.32666666666666666,0.9049999999999999,-0.32666666666666666,0.9049999999999999
201,2305,2001,8,3.3173333333333335,7.188,3.3173333333333335,7.188
152,228,2001,8,-0.6291666666666668,1.090625,-0.6291666666666668,1.090625
2751,2005,2001,8,-0.48,-1.86,-0.48,-1.86
235,248,2001,8,1.0633333333333332,1.2475,1.0633333333333332,1.2475
57,2,2001,8,1.03,10.7225,1.03,10.7225
77,135,2001,8,1.734375,3.11328125,1.734375,3.11328125
58,41,2001,8,1.1333333333333335,0.10000000000000012,1.1333333333333335,0.10000000000000012
309,2032,2001,8,2.44,-2.5700000000000007,2.44,-2.5700000000000007
242,2426,2001,8,-0.37866666666666665,-0.384,-0.37866666666666665,-0.384
158,239,2001,8,1.923611111111111,8.567708333333334,1.923611111111111,8.567708333333334
166,70,2001,8,-0.20370370370370372,-3.3194444444444446,-0.20370370370370372,-3.3194444444444446
2711,189,2001,8,-1.0906666666666667,0.732,-1.0906666666666667,0.732
2653,344,2001,8,6.888888888888888,-2.8333333333333335,6.888888888888888,-2.8333333333333335
193,2006,2001,8,-1.602666666666667,-1.7520000000000002,-1.602666666666667,-1.7520000000000002
251,197,2001,8,2.813333333333334,7.859999999999999,2.813333333333334,7.859999999999999
127,2294,2001,8,1.875,3.0729166666666665,1.875,3.0729166666666665
167,252,2001,8,-0.84,-1.3800000000000001,-0.84,-1.3800000000000001
238,61,2001,8,0.65,-0.07500000000000002,0.65,-0.07500000000000002
259,103,2001,8,-0.3999999999999999,9.200000000000001,-0.3999999999999999,9.200000000000001
204,12,2001,8,3.6125000000000003,-0.603125,3.6125000000000003,-0.603125
2132,5,2001,8,-2.1805555555555554,-1.3854166666666665,-2.1805555555555554,-1.3854166666666665
258,153,2001,8,2.706666666666667,1.78,2.706666666666667,1.78
2655,2628,2001,8,-0.07175925925925924,-3.3454861111111107,-0.07175925925925924,-3.3454861111111107
99,96,2001,8,6.679166666666666,5.6968749999999995,6.679166666666666,5.6968749999999995
183,221,2001,8,-2.253703703703704,-0.8986111111111112,-2.253703703703704,-0.8986111111111112
145,333,2001,8,-2.6145833333333335,1.6640625,-2.6145833333333335,1.6640625
264,26,2001,8,0.15416666666666665,3.9281249999999996,0.15416666666666665,3.9281249999999996
218,164,2001,8,2.0958333333333337,-1.4906249999999999,2.0958333333333337,-1.4906249999999999
202,68,2001,8,-2.1145833333333335,-1.6484375,-2.1145833333333335,-1.6484375
275,194,2001,8,-0.1550925925925926,-0.40798611111111116,-0.1550925925925926,-0.40798611111111116
2567,23,2001,8,0.19791666666666666,-4.4765625,0.19791666666666666,-4.4765625
2390,52,2001,8,-4.361111111111112,5.479166666666667,-4.361111111111112,5.479166666666667
30,9,2001,8,2.023333333333333,1.3675,2.023333333333333,1.3675
84,356,2001,8,-0.21180555555555558,-0.4713541666666667,-0.21180555555555558,-0.4713541666666667
195,2117,2001,8,3.5124999999999997,0.8218750000000001,3.5124999999999997,0.8218750000000001
154,150,2001,8,0.7599999999999999,-0.5300000000000001,0.7599999999999999,-0.5300000000000001
2572,97,2001,9,0.5444444444444444,2.3458333333333337,0.5444444444444444,2.3458333333333337
147,265,2001,9,2.8666666666666667,-4.85,2.8666666666666667,-4.85
278,68,2001,9,0.1574074074074074,2.8680555555555554,0.1574074074074074,2.8680555555555554
2649,2050,2001,9,-0.072,5.396,-0.072,5.396
235,151,2001,9,-1.8148148148148149,-0.1944444444444445,-1.8148148148148149,-0.1944444444444445
135,127,2001,9,0.8666666666666666,-0.6000000000000001,0.8666666666666666,-0.6000000000000001
242,2440,2001,9,-2.5000000000000004,-1.6250000000000002,-2.5000000000000004,-1.6250000000000002
238,2579,2001,9,1.32,-0.25999999999999995,1.32,-0.25999999999999995
197,66,2001,9,2.6141975308641974,1.0439814814814812,2.6141975308641974,1.0439814814814812
248,2132,2001,9,0.43555555555555553,-3.8733333333333335,0.43555555555555553,-3.8733333333333335
251,38,2001,9,-0.18672839506172836,5.818287037037037,-0.18672839506172836,5.818287037037037
2309,2084,2001,9,-0.6496913580246914,-3.0289351851851847,-0.6496913580246914,-3.0289351851851847
2433,2116,2001,9,-1.9146825396825398,-8.248511904761905,-1.9146825396825398,-8.248511904761905
304,328,2001,9,0.0,0.0,0.0,0.0
24,2483,2001,9,3.493055555555556,4.994791666666667,3.493055555555556,4.994791666666667
152,59,2001,9,1.1386666666666667,1.704,1.1386666666666667,1.704
258,52,2001,9,-0.18915343915343916,-0.6001984126984127,-0.18915343915343916,-0.6001984126984127
2294,84,2001,9,1.0,4.25,1.0,4.25
309,70,2001,9,-1.5962962962962963,-5.113888888888889,-1.5962962962962963,-5.113888888888889
276,2117,2001,9,-1.662222222222222,0.8533333333333335,-1.662222222222222,0.8533333333333335
26,25,2001,9,1.272,5.304,1.272,5.304
164,2426,2001,9,-0.7703703703703703,-5.911111111111111,-0.7703703703703703,-5.911111111111111
2641,158,2001,9,1.0693333333333335,1.852,1.0693333333333335,1.852
145,2393,2001,9,1.6022222222222222,4.251666666666667,1.6022222222222222,4.251666666666667
245,2306,2001,9,1.7854938271604939,3.547453703703704,1.7854938271604939,3.547453703703704
2638,23,2001,9,1.4537037037037035,-2.7013888888888893,1.4537037037037035,-2.7013888888888893
2655,5,2001,9,0.19387755102040816,-1.7474489795918366,0.19387755102040816,-1.7474489795918366
96,61,2001,9,0.14259259259259258,-4.184722222222223,0.14259259259259258,-4.184722222222223
189,2006,2001,9,0.8379629629629629,3.253472222222222,0.8379629629629629,3.253472222222222
249,2032,2001,9,1.8133333333333332,-2.8400000000000003,1.8133333333333332,-2.8400000000000003
142,2305,2001,9,1.6026666666666667,0.752,1.6026666666666667,0.752
120,150,2001,9,2.3472222222222223,6.135416666666667,2.3472222222222223,6.135416666666667
195,193,2001,9,-1.248,-0.8360000000000001,-1.248,-0.8360000000000001
344,99,2001,9,-2.9600000000000004,-4.62,-2.9600000000000004,-4.62
