Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
Duke,182,41,270,42,28,6,43,0,0,25,17,8,3,2,2012,Troy,158,43,238,34,22,7,55,0,0,20,17,8,3,0,1588,2014,9,6,2653.0,150.0
Mid Tennessee,190,43,255,38,22,9,80,0,3,23,15,7,2,0,1840,Minnesota,284,50,67,11,5,3,24,0,1,18,12,5,0,0,1760,2014,9,6,135.0,2393.0
San Diego State,168,35,341,39,23,9,65,0,3,23,14,6,0,0,2242,UNC,131,33,263,31,21,5,37,0,1,20,13,5,1,1,1323,2014,9,6,153.0,21.0
LA Tech,98,30,260,36,23,7,73,0,1,21,13,6,0,0,1761,North Texas,104,36,175,34,18,9,90,2,0,18,18,6,2,2,1955,2014,9,11,249.0,2348.0
Houston,9,13,315,53,31,8,83,0,0,18,16,6,0,0,1433,BYU,323,62,200,34,21,11,99,1,2,32,18,10,2,1,2106,2014,9,11,252.0,248.0
Toledo,240,39,323,43,28,7,65,1,0,27,17,8,2,1,2078,Cincinnati,148,30,436,42,29,2,30,0,0,28,12,7,0,0,1450,2014,9,12,2132.0,2649.0
Baylor,189,41,480,37,25,5,40,0,0,27,13,6,3,3,1496,Buffalo,139,39,255,31,18,8,59,1,0,15,17,6,3,1,2104,2014,9,12,2084.0,239.0
Kent State,47,23,79,34,15,8,62,0,3,10,14,2,0,0,1596,OSU,284,53,344,34,25,6,63,2,1,33,12,8,2,1,2041,2014,9,13,194.0,2309.0
UMass,88,39,258,35,18,2,10,1,0,20,17,8,2,2,1640,Vanderbilt,160,40,150,23,16,9,77,0,1,17,12,5,1,0,1898,2014,9,13,238.0,113.0
UCLA,217,47,226,34,27,4,51,1,0,24,17,6,2,2,1865,Texas,126,30,196,34,24,7,50,0,0,14,14,5,2,1,1711,2014,9,13,251.0,26.0
Tulsa,94,27,269,52,24,5,25,1,2,24,17,7,1,1,1555,FAU,177,42,341,23,18,4,37,0,0,18,15,5,0,0,2044,2014,9,13,2226.0,202.0
Tennessee,112,33,201,44,21,1,10,1,2,18,17,6,1,0,1879,Oklahoma,146,34,308,33,20,5,41,1,1,21,12,3,1,0,2292,2014,9,13,201.0,2633.0
Alabama A&M,95,44,257,34,12,9,86,0,3,19,19,8,1,0,1846,UAB,195,51,288,32,22,6,60,0,1,27,16,7,2,0,1746,2014,9,13,5.0,
SE Louisiana,58,36,213,35,16,15,142,1,2,17,16,4,4,1,1741,Tulane,122,40,238,30,14,11,87,1,2,21,14,6,1,0,1831,2014,9,13,2655.0,
Miami (OH),33,24,165,26,12,7,40,0,1,8,12,2,1,0,1555,Michigan,276,45,184,22,13,3,20,2,1,23,13,6,0,0,2052,2014,9,13,130.0,193.0
West Virginia,183,59,511,49,37,4,40,3,1,33,24,11,4,2,2172,Maryland,163,27,284,38,21,7,71,0,1,16,15,4,0,0,1498,2014,9,13,120.0,277.0
Iowa State,82,26,255,36,25,4,50,1,0,19,11,4,1,1,1586,Iowa,129,44,146,24,16,6,50,1,1,18,16,7,3,3,2016,2014,9,13,2294.0,66.0
Arkansas State,93,47,236,42,23,9,84,1,1,24,21,9,3,1,1926,Miami (FL),146,35,342,26,16,11,93,1,1,20,12,5,1,1,1674,2014,9,13,2390.0,2032.0
Indiana,235,37,347,41,31,11,128,1,0,30,12,4,4,1,1691,Bowling Green,176,40,395,73,46,4,42,1,1,39,18,7,4,2,1963,2014,9,13,189.0,84.0
Miss St,288,45,226,24,16,8,70,2,0,24,14,7,1,1,1731,South Alabama,57,27,288,55,28,3,12,2,2,22,19,8,1,0,1869,2014,9,13,6.0,344.0
LA-Lafayette,193,37,129,31,15,0,0,1,3,18,14,4,0,0,1879,Ole Miss,214,35,340,36,29,4,30,0,1,27,12,7,2,2,1721,2014,9,13,145.0,309.0
Air Force,315,65,224,15,12,2,20,0,0,31,13,8,1,1,2047,Georgia State,118,26,414,42,26,7,62,0,1,26,12,6,2,1,1553,2014,9,13,2247.0,2005.0
Purdue,56,26,234,40,27,5,41,1,2,17,15,6,3,1,1620,Notre Dame,139,38,259,40,25,7,43,1,0,27,17,8,0,0,1980,2014,9,13,87.0,2509.0
Syracuse,289,49,175,30,20,9,41,0,0,25,15,8,2,2,2002,Cent Michigan,34,23,183,34,18,5,49,2,0,14,10,1,2,1,1598,2014,9,13,2117.0,183.0
Boise State,52,27,240,29,20,7,65,1,0,13,13,4,1,0,2203,UConn,48,36,242,38,22,3,30,1,2,18,18,7,1,0,2154,2014,9,13,41.0,68.0
Rice,240,55,241,36,24,8,66,0,0,28,21,10,1,0,2594,Texas A&M,168,26,309,33,21,6,60,0,1,23,8,3,0,0,1006,2014,9,13,245.0,242.0
UCF,90,39,209,36,22,6,53,2,2,22,15,7,2,1,2076,Missouri,178,35,144,24,14,4,47,0,1,19,14,10,1,0,1498,2014,9,13,142.0,2116.0
Nevada,108,40,321,39,29,8,74,0,0,25,16,8,2,1,2148,Arizona,229,38,278,26,22,7,47,0,1,26,9,5,2,1,1452,2014,9,13,12.0,2440.0
Arizona State,223,35,203,25,15,8,59,0,0,18,13,4,1,1,1514,Colorado,232,37,313,54,35,8,75,1,2,28,18,8,4,1,2086,2014,9,13,38.0,9.0
Nebraska,280,42,282,24,14,6,61,1,0,22,15,6,0,0,1840,Fresno State,105,28,241,59,30,5,55,0,0,20,23,6,1,1,1760,2014,9,13,278.0,158.0
Navy,352,57,117,7,5,4,50,0,1,17,12,8,2,0,1916,Texas State,211,44,231,36,24,11,124,0,1,23,15,5,3,2,1649,2014,9,13,326.0,2426.0
New Mexico St,90,21,335,41,23,4,17,0,2,20,12,5,1,1,1234,UTEP,344,58,126,16,13,5,43,0,1,26,10,7,0,0,2366,2014,9,13,2638.0,166.0
UC Davis,179,33,200,34,21,2,20,0,0,23,12,4,0,0,2041,Colorado State,224,33,452,34,25,3,25,0,0,28,8,4,1,0,1538,2014,9,13,36.0,
Wyoming,155,41,284,33,19,5,48,1,2,24,17,9,3,2,2258,Oregon,263,37,293,31,25,4,30,0,0,32,11,9,1,0,1342,2014,9,13,2483.0,2751.0
Southern Miss,56,18,207,37,19,6,50,0,0,13,13,3,0,0,1520,Alabama,333,49,214,24,17,3,25,1,0,31,11,7,0,0,2812,2014,9,13,333.0,2572.0
Kansas,202,47,95,29,12,7,74,0,2,16,17,4,2,0,1932,Duke,331,36,180,34,20,5,41,0,0,23,15,6,2,1,1643,2014,9,13,150.0,2305.0
North Carolina St,315,53,274,33,21,5,38,1,1,30,16,11,1,0,2791,USF,70,27,89,20,5,5,40,1,2,8,10,2,0,0,1245,2014,9,13,58.0,152.0
Kentucky,81,33,369,45,24,8,61,0,3,23,16,6,0,0,1581,Florida,237,50,295,44,25,8,78,0,1,28,17,5,1,1,2019,2014,9,13,57.0,96.0
Minnesota,99,39,169,29,14,4,40,2,3,14,16,3,2,2,2065,TCU,169,27,258,46,27,8,72,1,1,22,12,2,0,0,1535,2014,9,13,2628.0,135.0
Arkansas,438,68,61,12,6,2,15,2,0,32,12,8,2,2,2439,Texas Tech,101,22,252,45,27,5,60,1,2,20,14,8,1,0,1161,2014,9,13,2641.0,8.0
UL Monroe,16,18,77,30,16,5,45,1,0,6,14,4,0,0,1502,LSU,219,52,153,20,12,6,54,0,1,22,14,7,1,1,2098,2014,9,13,99.0,2433.0
Ga Southern,283,38,245,22,13,5,60,1,0,23,11,5,1,1,1518,Georgia Tech,348,53,188,24,11,4,55,0,0,28,14,8,1,1,2082,2014,9,13,59.0,290.0
Pitt,321,54,101,19,11,5,40,2,1,21,14,6,1,1,2106,FIU,57,33,236,35,17,8,68,1,0,17,14,3,2,0,1443,2014,9,13,2229.0,221.0
Louisville,79,27,203,43,20,7,50,2,2,17,14,4,1,1,1681,UVA,114,40,171,30,16,7,46,1,2,13,18,6,0,0,1919,2014,9,13,258.0,97.0
E Michigan,143,48,72,24,12,5,47,2,0,14,18,5,1,1,1892,Old Dominion,180,37,187,30,17,4,45,1,1,16,15,2,3,1,1695,2014,9,13,295.0,2199.0
Abil Christian,181,40,312,34,25,7,60,0,2,26,14,6,0,0,2026,Troy,131,29,286,38,21,10,108,0,0,17,17,9,1,1,1574,2014,9,13,2653.0,
Illinois,72,26,279,30,20,11,110,2,1,15,11,1,1,1,1492,Washington,245,58,219,22,16,8,73,1,0,25,16,8,2,1,2037,2014,9,13,264.0,356.0
N Illinois,331,69,285,28,18,8,95,1,0,35,19,15,0,0,1919,UNLV,102,32,397,42,24,5,32,0,1,26,17,8,2,1,1628,2014,9,13,2439.0,2459.0
Indiana State,44,24,317,43,25,7,51,0,0,19,16,3,2,2,1701,Ball State,95,37,266,46,24,5,58,1,0,20,21,8,3,3,1899,2014,9,13,2050.0,
Georgia,217,38,191,22,16,7,44,0,0,18,13,5,1,1,1713,South Carolina,176,42,271,30,21,7,69,1,1,27,9,2,1,1,1887,2014,9,13,2579.0,61.0
W Kentucky,125,36,593,66,43,10,92,0,1,33,21,12,1,0,1846,Mid Tennessee,323,61,218,28,17,7,62,0,0,28,18,7,2,2,1933,2014,9,13,2393.0,98.0
Penn State,64,33,309,44,25,5,40,0,1,19,20,9,0,0,1994,Rutgers,102,31,192,31,15,9,75,0,5,15,14,5,1,0,1590,2014,9,13,164.0,213.0
Wake Forest,-25,24,257,50,20,10,103,1,2,16,15,3,3,1,1506,Utah State,60,35,331,44,32,8,65,1,2,23,15,5,0,0,2061,2014,9,13,328.0,154.0
W Michigan,243,44,241,15,10,10,93,0,0,22,11,6,2,1,1669,Idaho,45,31,381,42,28,8,79,1,1,23,17,8,3,3,1847,2014,9,13,70.0,2711.0
ECU,75,25,427,47,23,13,114,1,0,20,15,5,1,0,1394,VT,91,33,298,56,30,8,64,0,2,26,19,8,1,0,2193,2014,9,13,259.0,151.0
USC,20,29,317,41,31,3,20,0,0,18,16,5,0,0,1677,Boston College,452,54,54,14,5,2,32,0,1,19,11,2,0,0,1914,2014,9,13,103.0,30.0
Ohio,141,32,236,38,22,8,75,1,1,22,14,5,0,0,1562,Marshall,257,46,448,33,20,7,60,0,1,31,12,7,1,0,2038,2014,9,13,276.0,195.0
Army,198,56,9,5,3,2,20,1,1,12,14,4,4,2,2016,Stanford,199,32,216,28,20,3,30,1,0,21,10,6,0,0,1584,2014,9,13,24.0,349.0
UTSA,73,35,133,29,15,5,74,0,1,11,17,3,1,0,1827,Oklahoma State,162,49,315,30,16,5,45,0,0,24,19,8,0,0,1773,2014,9,13,197.0,2636.0
Portland State,93,33,269,51,31,6,49,1,1,23,18,8,1,1,1890,Washington St,76,23,630,64,43,7,70,0,2,33,12,7,1,0,1710,2014,9,13,265.0,
Northern Iowa,55,36,265,42,19,2,10,2,0,17,19,4,1,1,1843,Hawaii,148,50,225,36,17,5,45,1,0,17,21,4,3,2,1757,2014,9,14,62.0,
Auburn,128,45,231,31,17,6,46,0,1,22,18,10,0,0,1860,Kansas State,40,30,245,40,24,0,0,1,2,20,14,8,0,0,1740,2014,9,18,2306.0,2.0
UConn,44,27,88,9,6,9,48,1,0,6,9,0,0,0,1240,USF,158,53,113,18,10,5,45,0,1,17,16,7,1,1,2332,2014,9,19,58.0,41.0
Murray State,91,24,214,35,19,6,50,0,0,15,15,4,1,0,1237,W Michigan,377,54,228,29,20,7,50,0,1,30,13,8,1,0,2363,2014,9,20,2711.0,
Oregon,172,42,329,25,21,10,86,0,0,22,12,5,1,1,1693,Washington St,63,17,436,63,43,5,54,2,0,29,14,5,4,2,1907,2014,9,20,265.0,2483.0
Marshall,284,38,242,38,20,20,188,0,1,28,15,8,1,1,1998,Akron,92,23,251,52,25,10,94,2,2,25,13,2,2,0,1602,2014,9,20,2006.0,276.0
Georgia State,68,41,205,34,22,4,25,1,3,17,17,5,2,2,2178,Washington,182,41,154,27,19,6,53,0,0,17,15,6,2,1,1422,2014,9,20,264.0,2247.0
Oklahoma,301,46,209,30,17,8,82,0,1,24,16,8,0,0,2004,West Virginia,137,40,376,41,25,5,55,1,2,26,15,7,1,0,1575,2014,9,20,277.0,201.0
Louisville,12,35,324,36,20,7,36,2,0,16,17,5,3,2,1743,FIU,88,40,117,26,13,6,60,1,2,12,16,3,1,0,1857,2014,9,20,2229.0,97.0
E Michigan,20,19,115,29,10,4,38,5,1,5,13,1,1,1,2122,Michigan State,336,60,160,19,14,4,25,0,1,24,17,9,0,0,2543,2014,9,20,127.0,2199.0
Delaware State,26,30,67,23,12,6,35,1,3,7,14,4,0,0,1908,Temple,172,40,179,21,16,8,69,0,2,19,7,3,1,1,1692,2014,9,20,218.0,
Miss St,302,49,268,24,15,6,41,2,0,23,14,5,1,0,1795,LSU,89,35,341,37,20,3,28,0,1,20,13,2,2,1,1785,2014,9,20,99.0,344.0
Idaho,65,27,353,55,33,4,32,0,3,23,19,8,4,3,1776,Ohio,272,47,233,19,12,9,64,1,0,19,12,4,1,1,1824,2014,9,20,195.0,70.0
Cal,193,42,380,30,18,10,99,1,1,24,14,6,1,0,1732,Arizona,107,32,520,74,47,6,65,0,2,36,22,7,3,3,1868,2014,9,20,12.0,25.0
Old Dominion,100,21,430,43,27,5,55,0,0,25,11,5,2,2,1304,Rice,284,54,242,34,22,5,50,0,0,30,16,10,2,2,2296,2014,9,20,242.0,295.0
Hawaii,131,32,155,46,17,2,15,1,1,20,19,5,0,0,1654,Colorado,118,36,287,45,29,9,83,0,2,20,18,6,3,2,1946,2014,9,20,38.0,62.0
Indiana,241,50,252,33,18,5,50,0,0,27,14,1,2,2,1593,Missouri,172,35,331,48,29,10,75,0,1,28,16,5,2,2,1975,2014,9,20,142.0,84.0
N Illinois,123,32,180,31,19,9,67,1,0,17,15,6,2,0,1522,Arkansas,212,45,215,23,16,4,30,0,0,24,14,10,0,0,2078,2014,9,20,8.0,2459.0
Northwestern St,102,38,205,35,21,3,30,0,2,21,15,5,2,2,1811,LA Tech,133,33,280,34,20,8,74,2,3,22,12,4,1,1,1838,2014,9,20,2348.0,
Tulane,231,58,160,36,14,13,92,1,4,28,18,5,6,1,2840,Duke,256,42,181,28,15,7,80,1,1,23,13,7,1,0,1510,2014,9,20,150.0,2655.0
Bethune-Cookman,72,42,101,15,11,17,137,0,0,14,13,3,0,0,2031,UCF,169,41,182,13,8,6,75,0,0,17,9,3,1,1,1569,2014,9,20,2116.0,
Miami (FL),76,23,359,42,28,9,82,1,2,24,10,4,3,2,1580,Nebraska,343,54,113,13,9,7,69,1,1,27,10,7,0,0,1971,2014,9,20,158.0,2390.0
Maine,16,22,123,18,10,4,25,0,0,6,11,2,0,0,1270,Boston College,413,64,136,21,12,3,26,0,1,28,15,6,4,3,2309,2014,9,20,103.0,
Appalachian St,191,47,264,40,28,11,59,1,2,29,16,8,1,1,2151,Southern Miss,61,25,268,36,22,9,103,0,2,16,11,2,0,0,1449,2014,9,20,2572.0,2026.0
W Illinois,84,36,292,50,29,6,40,3,1,22,17,4,5,2,1977,Northwestern,166,41,117,25,15,5,35,2,0,15,14,3,2,1,1623,2014,9,20,77.0,
Army,341,59,18,5,3,7,57,2,0,17,12,3,2,2,2133,Wake Forest,100,30,238,35,25,4,30,0,1,21,13,7,2,0,1441,2014,9,20,154.0,349.0
Florida,107,27,93,28,9,5,36,1,2,11,13,2,1,0,1244,Alabama,223,52,449,35,24,11,80,3,1,28,16,12,1,0,2356,2014,9,20,333.0,57.0
UNC,145,39,294,43,24,8,85,0,1,23,18,6,2,2,1501,ECU,343,46,446,51,32,9,74,0,1,39,17,12,0,0,2099,2014,9,20,151.0,153.0
New Mexico,432,52,67,14,8,5,35,1,0,25,13,8,1,1,1924,New Mexico St,187,43,333,47,32,6,54,0,2,29,20,13,3,2,1641,2014,9,20,166.0,167.0
UVA,192,44,327,58,35,8,86,1,1,35,22,10,4,2,2439,BYU,145,37,187,23,13,12,133,0,0,16,14,6,0,0,1120,2014,9,20,252.0,258.0
Utah,81,37,205,27,18,6,50,0,1,13,17,6,0,0,1588,Michigan,118,36,190,39,18,3,20,1,3,19,19,9,4,2,2012,2014,9,20,130.0,254.0
Georgia Tech,250,44,125,18,7,8,60,1,0,19,12,4,2,1,1760,VT,127,33,297,39,28,12,79,0,3,24,14,8,0,0,1840,2014,9,20,259.0,59.0
Clemson,101,40,306,33,22,3,30,1,0,17,16,5,1,0,1953,FSU,13,27,304,39,21,8,41,0,2,17,15,4,0,0,1618,2014,9,20,52.0,228.0
UNLV,170,39,146,39,16,11,105,0,3,16,22,9,3,1,1782,Houston,399,52,135,29,12,9,110,0,2,30,16,7,2,0,1808,2014,9,20,248.0,2439.0
San Diego State,109,23,106,26,14,9,65,0,2,11,11,4,1,0,1447,Oregon State,97,36,275,31,24,7,52,1,1,25,10,6,1,0,2580,2014,9,20,204.0,21.0
Utah State,145,37,268,47,27,11,100,0,1,19,20,6,4,1,1905,Arkansas State,126,47,190,33,19,8,62,3,1,22,17,7,1,1,1678,2014,9,20,2032.0,328.0
Mid Tennessee,88,34,237,35,24,4,36,2,1,17,15,4,1,1,1756,Memphis,261,51,219,35,21,6,35,0,1,26,17,6,1,0,1986,2014,9,20,235.0,2393.0
Bowling Green,93,29,178,33,15,7,36,1,1,11,16,2,0,0,1404,Wisconsin,644,60,112,18,9,5,55,2,1,29,7,3,0,0,2196,2014,9,20,275.0,189.0
Nicholls State,78,42,166,32,17,5,40,0,3,14,20,6,2,1,2431,North Texas,324,38,202,17,13,5,40,1,0,20,7,5,0,0,1177,2014,9,20,249.0,
Norfolk State,116,46,99,12,3,5,55,2,0,10,15,4,2,0,1675,Buffalo,169,44,262,29,15,4,55,0,0,22,16,7,1,1,1925,2014,9,20,2084.0,
Miami (OH),102,44,262,26,13,6,38,2,1,19,15,8,1,1,1914,Cincinnati,99,30,271,39,25,4,30,0,2,22,14,7,1,1,1686,2014,9,20,2132.0,193.0
Texas A&M,268,31,395,37,24,6,53,0,1,27,11,6,0,0,1426,SMU,102,42,139,29,14,7,75,0,0,13,19,7,2,1,2115,2014,9,20,2567.0,245.0
UMass,3,28,263,33,17,4,30,1,0,13,13,3,4,1,1348,Penn State,228,45,236,32,18,6,52,0,0,23,17,10,1,1,2252,2014,9,20,213.0,113.0
Iowa,133,35,178,18,12,2,20,0,1,17,11,4,3,3,1629,Pitt,185,42,250,30,19,8,80,0,1,24,13,6,3,2,1971,2014,9,20,221.0,2294.0
San Jose State,68,32,186,33,16,0,0,3,2,17,15,8,1,1,1722,Minnesota,380,58,7,7,1,10,80,1,1,19,12,5,0,0,1878,2014,9,20,135.0,23.0
Ball State,175,42,176,27,15,4,40,0,0,23,16,8,1,1,1762,Toledo,318,47,152,22,13,4,37,1,1,23,14,8,2,2,1838,2014,9,20,2649.0,2050.0
Maryland,89,32,280,26,16,8,75,0,0,17,13,4,0,0,1666,Syracuse,370,51,219,28,14,8,69,1,1,26,14,4,1,0,1934,2014,9,20,183.0,120.0
FAU,188,39,108,29,15,4,23,3,0,16,18,8,0,0,1841,Wyoming,173,41,161,23,10,4,36,1,0,17,15,5,1,0,1759,2014,9,20,2751.0,2226.0
Troy,47,28,169,33,18,4,35,1,1,11,16,5,1,0,1925,Georgia,367,39,180,22,14,5,35,0,0,23,11,6,1,1,1675,2014,9,20,61.0,2653.0
Southern Utah,57,34,318,30,18,5,29,1,1,11,16,4,0,0,1634,Fresno State,389,54,291,38,22,6,38,0,1,29,15,6,3,1,1959,2014,9,20,278.0,
S Illinois,82,28,248,46,24,5,45,1,1,20,18,10,2,0,1725,Purdue,183,44,198,26,15,4,26,1,0,23,14,7,1,0,1875,2014,9,20,2509.0,
Ga Southern,335,52,85,11,6,1,10,1,1,18,11,3,0,0,1880,South Alabama,147,42,149,34,13,6,50,0,2,20,14,3,3,1,1720,2014,9,20,6.0,290.0
Rutgers,284,56,151,14,11,2,24,1,0,24,14,8,1,1,2154,Navy,171,43,231,22,12,3,32,1,0,20,14,7,1,0,1446,2014,9,20,2426.0,164.0
Presbyterian,122,45,130,25,15,5,54,1,0,16,17,8,1,0,2266,North Carolina St,265,31,195,22,14,7,70,0,0,21,9,4,1,1,1328,2014,9,20,152.0,
South Carolina,212,34,237,34,22,5,35,1,0,24,12,7,0,0,1862,Vanderbilt,156,30,223,25,15,7,75,1,1,18,10,4,0,0,1738,2014,9,20,238.0,2579.0
LA-Lafayette,67,23,174,39,21,7,40,0,1,14,15,2,3,1,1560,Boise State,262,48,237,31,24,8,60,0,0,24,17,8,2,1,2040,2014,9,20,68.0,309.0
Cent Michigan,101,35,178,26,18,5,43,2,1,18,12,3,0,0,1853,Kansas,138,35,231,34,24,8,65,0,1,15,19,9,1,1,1716,2014,9,20,2305.0,2117.0
Texas State,139,52,336,43,29,8,63,0,1,26,21,10,1,1,2261,Illinois,219,27,266,39,25,4,19,0,1,21,14,4,0,0,1339,2014,9,20,356.0,326.0
UCLA,225,35,355,23,18,8,78,0,0,19,12,6,0,0,1501,Arizona State,138,36,488,69,42,6,59,2,2,38,20,11,5,2,2030,2014,9,25,9.0,26.0
Appalachian St,74,22,256,42,23,7,55,0,2,20,13,4,3,1,1312,Ga Southern,408,60,88,12,8,7,75,0,1,22,14,6,2,2,2288,2014,9,25,290.0,2026.0
Texas Tech,118,30,394,60,37,16,158,0,3,32,16,8,2,0,1911,Oklahoma State,158,42,370,31,17,10,129,0,2,22,12,4,1,1,1689,2014,9,25,197.0,2641.0
Mid Tennessee,280,57,259,30,25,9,85,2,0,29,16,9,1,1,2294,Old Dominion,41,19,362,44,29,2,25,1,3,24,8,3,0,0,1306,2014,9,26,295.0,2393.0
Fresno State,272,45,321,42,28,4,27,1,1,30,14,6,3,1,1667,New Mexico,280,56,97,8,4,5,59,0,0,18,13,4,2,1,1933,2014,9,26,167.0,278.0
Texas,111,36,218,34,19,6,46,1,0,19,17,7,2,1,1775,Kansas,173,51,140,31,12,7,52,0,4,19,20,9,3,0,1825,2014,9,27,2305.0,251.0
Rice,217,48,178,22,14,6,65,0,1,20,15,7,1,1,2042,Southern Miss,40,23,283,46,24,6,55,1,2,18,16,6,3,0,1558,2014,9,27,2572.0,242.0
LA Tech,105,33,216,35,20,5,40,1,1,14,18,5,1,1,1867,Auburn,254,48,219,22,14,5,51,0,0,23,14,6,1,0,1691,2014,9,27,2.0,2348.0
FIU,93,37,204,24,9,10,65,0,0,9,17,4,0,0,1802,UAB,184,47,196,35,18,5,40,2,4,21,18,7,3,1,1798,2014,9,27,5.0,2229.0
Akron,169,36,213,35,17,10,64,0,1,20,16,7,0,0,1574,Pitt,129,40,220,34,20,7,55,1,1,22,16,5,3,2,2026,2014,9,27,221.0,2006.0
FSU,166,33,365,38,26,9,58,2,2,28,11,8,0,0,2103,North Carolina St,161,37,359,50,32,8,83,2,0,29,16,7,2,1,1910,2014,9,27,152.0,52.0
Tulane,152,31,152,29,18,7,62,0,0,13,15,3,3,2,1693,Rutgers,171,40,291,21,14,4,30,0,1,20,10,3,2,2,1907,2014,9,27,164.0,2655.0
Duke,85,25,179,51,22,8,50,1,2,17,16,2,3,0,1630,Miami (FL),203,41,223,34,20,8,93,2,0,21,13,2,1,1,1970,2014,9,27,2390.0,150.0
Temple,41,24,231,31,20,5,57,1,0,15,12,4,0,0,1523,UConn,133,44,174,27,14,7,70,1,2,18,13,3,1,1,2128,2014,9,27,41.0,218.0
W Kentucky,164,34,387,54,38,7,66,0,1,30,15,7,0,0,1787,Navy,412,52,55,15,3,3,25,1,1,22,11,2,3,1,1813,2014,9,27,2426.0,98.0
Boise State,97,29,370,58,30,9,80,2,5,24,18,7,6,2,1679,Air Force,287,60,48,12,5,5,47,2,0,16,17,6,1,1,1921,2014,9,27,2005.0,68.0
Colorado State,162,24,268,41,27,7,69,0,2,25,14,8,2,1,1786,Boston College,239,49,169,18,12,5,35,0,1,21,13,6,1,1,1814,2014,9,27,103.0,36.0
Notre Dame,161,41,362,39,32,8,80,3,2,29,15,9,0,0,1997,Syracuse,135,30,294,38,22,10,85,0,1,17,15,3,4,2,1603,2014,9,27,183.0,87.0
Illinois,78,24,261,38,17,7,53,0,3,16,14,3,1,0,1224,Nebraska,458,70,166,21,10,8,70,1,1,35,15,7,2,1,2376,2014,9,27,158.0,356.0
UTEP,59,31,201,28,18,5,40,0,0,10,14,4,2,1,1888,Kansas State,188,37,263,19,13,6,55,1,0,16,8,2,2,1,1712,2014,9,27,2306.0,2638.0
Army,386,53,211,21,12,8,70,0,0,23,14,6,3,1,1735,Yale,335,56,290,40,23,7,40,1,1,36,15,7,3,3,1865,2014,9,27,,349.0
UTSA,140,40,272,39,20,6,50,0,2,23,18,10,1,1,1941,FAU,114,33,295,34,24,5,52,2,0,25,14,8,0,0,1663,2014,9,27,2226.0,2636.0
UNC,84,30,394,49,30,15,130,0,1,22,18,8,1,1,1529,Clemson,92,44,436,39,28,4,19,0,1,27,18,10,0,0,2034,2014,9,27,228.0,153.0
South Alabama,233,38,196,25,15,8,65,1,1,19,12,5,0,0,1518,Idaho,30,33,239,40,25,7,59,0,2,18,18,6,2,1,1969,2014,9,27,70.0,6.0
USF,72,19,173,19,8,11,90,1,1,8,9,2,0,0,1129,Wisconsin,294,57,160,18,11,4,35,1,0,26,12,5,0,0,2451,2014,9,27,275.0,58.0
Oregon State,58,21,123,35,15,13,108,0,2,17,10,1,0,0,1490,USC,200,48,261,33,24,14,124,0,0,26,19,8,3,3,2073,2014,9,27,30.0,204.0
Iowa,175,51,245,37,17,3,14,0,1,22,19,8,3,1,2070,Purdue,84,30,72,32,13,3,19,0,2,9,17,6,0,0,1530,2014,9,27,2509.0,2294.0
Tennessee,117,34,284,44,27,7,49,2,0,22,17,6,0,0,1669,Georgia,289,53,147,25,16,7,57,0,2,25,10,1,2,2,1879,2014,9,27,61.0,2633.0
Baylor,244,47,357,50,32,10,78,0,1,32,17,6,4,3,1922,Iowa State,127,34,212,39,17,7,45,0,1,18,18,8,1,0,1652,2014,9,27,66.0,239.0
W Michigan,19,24,212,33,18,7,85,1,1,10,15,4,1,0,1514,VT,308,47,178,32,14,9,69,0,2,26,18,10,0,0,2086,2014,9,27,259.0,2711.0
Cincinnati,70,19,352,33,21,6,40,0,0,15,11,4,0,0,1063,OSU,380,65,330,36,26,7,40,1,0,45,14,9,2,1,2515,2014,9,27,194.0,2132.0
E Illinois,143,30,289,47,30,13,124,0,0,21,19,9,2,1,1784,Ohio,229,41,158,31,17,6,60,0,2,20,14,7,1,1,1816,2014,9,27,195.0,
Wake Forest,-22,23,122,34,19,4,45,0,3,7,16,2,1,0,1550,Louisville,215,49,206,32,16,11,89,3,0,21,18,8,2,1,2050,2014,9,27,97.0,154.0
Missouri,148,36,132,34,12,8,74,0,0,16,16,2,3,3,1445,South Carolina,119,42,219,37,21,8,71,0,0,18,21,8,2,0,2155,2014,9,27,2579.0,142.0
Arkansas,285,47,199,27,15,8,76,1,0,22,15,5,2,1,2220,Texas A&M,137,27,386,41,21,9,70,0,1,21,13,4,1,0,1380,2014,9,27,245.0,8.0
Minnesota,206,47,167,23,14,7,65,0,0,20,14,5,1,1,2080,Michigan,83,28,88,25,10,2,23,1,1,12,13,4,0,0,1520,2014,9,27,130.0,135.0
Miami (OH),133,22,238,38,12,6,55,0,0,13,15,4,2,1,1276,Buffalo,273,49,302,39,29,5,58,0,0,29,17,10,0,0,2324,2014,9,27,2084.0,193.0
Washington St,78,25,417,61,39,4,40,1,2,27,20,10,4,2,2053,Utah,192,40,165,40,18,8,78,1,0,18,20,7,3,1,1547,2014,9,27,254.0,265.0
