Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
South Alabama,19,24,313,45,26,7,67,2,1,18,16,7,2,0,1586,Nebraska,258,37,303,38,26,7,80,0,1,31,9,5,0,0,2014,2015,9,13,158,6.0
UCF,39,29,142,36,14,2,19,1,1,15,14,4,3,1,1465,Stanford,130,41,361,30,18,12,137,0,0,21,15,6,3,2,2135,2015,9,13,24,2116.0
Clemson,202,40,199,30,21,6,53,0,2,20,14,5,0,0,1835,Louisville,19,28,253,35,20,2,15,0,2,16,14,2,2,1,1765,2015,9,17,97,228.0
Nebraska,153,32,309,45,21,12,98,0,3,24,15,6,1,1,1865,Miami (FL),132,33,379,42,25,13,114,0,1,24,14,3,0,0,1735,2015,9,19,2390,158.0
Tulsa,176,40,427,51,34,8,60,0,0,31,19,9,1,0,1657,Oklahoma,286,47,487,38,32,8,85,2,0,38,11,6,2,1,1943,2015,9,19,201,202.0
Ball State,278,52,194,33,24,3,30,1,0,26,19,8,4,3,2241,E Michigan,123,22,196,39,19,4,45,0,2,12,16,6,1,0,1359,2015,9,19,2199,2050.0
Savannah State,74,34,128,34,13,11,106,1,1,14,17,6,1,0,1616,Akron,291,47,335,33,18,4,51,0,2,31,13,7,1,0,1984,2015,9,19,2006,
ECU,80,21,325,49,36,6,47,1,1,25,13,8,3,1,1402,Navy,415,75,41,7,4,6,55,0,0,28,17,13,1,0,2198,2015,9,19,2426,151.0
Austin Peay,34,30,110,32,18,5,36,0,0,9,15,3,2,0,1781,Vanderbilt,147,35,394,39,30,7,50,1,1,26,14,9,1,0,1819,2015,9,19,238,
Southern Miss,280,46,333,27,19,15,130,1,0,22,15,9,3,2,1770,Texas State,281,37,310,46,31,7,74,0,0,29,16,6,3,2,1830,2015,9,19,326,2572.0
New Mexico,184,47,111,29,12,5,35,0,1,15,22,9,1,1,2181,Arizona State,132,30,317,37,22,3,25,1,0,19,15,6,1,1,1419,2015,9,19,9,167.0
Wake Forest,165,35,175,33,18,6,41,0,3,19,14,6,0,0,1650,Army,186,54,54,3,2,4,57,0,0,11,14,5,1,0,1950,2015,9,19,349,154.0
South Carolina,174,39,84,22,10,4,40,0,1,16,14,4,2,1,1838,Georgia,246,38,330,25,24,7,74,1,0,32,4,1,0,0,1762,2015,9,19,61,2579.0
Missouri State,179,37,162,32,16,2,15,0,3,16,14,3,0,0,1826,Arkansas State,344,46,280,26,23,7,49,1,0,27,12,7,2,2,1774,2015,9,19,2032,
Georgia State,113,36,318,40,25,4,23,2,2,22,14,5,1,0,1866,Oregon,311,53,228,31,23,7,62,1,0,29,15,5,2,2,1734,2015,9,19,2483,2247.0
North Carolina St,256,52,179,27,18,2,26,0,0,26,16,9,1,1,2412,Old Dominion,-3,21,151,23,11,0,0,0,0,8,12,3,0,0,1188,2015,9,19,295,152.0
Furman,54,28,216,30,16,8,59,1,0,12,14,4,0,0,1687,UCF,171,42,98,30,14,3,30,1,3,16,15,4,1,0,1913,2015,9,19,2116,
Illinois,227,45,172,38,19,8,75,0,1,22,20,9,3,2,2147,UNC,254,37,217,26,19,6,51,0,1,23,10,4,0,0,1453,2015,9,19,153,356.0
Air Force,279,51,149,9,6,7,95,2,1,24,9,3,1,0,1619,Michigan State,77,42,247,23,15,6,38,0,0,22,14,7,2,1,1981,2015,9,19,127,2005.0
NC Central,38,23,171,36,18,5,17,0,3,13,12,1,0,0,1275,FIU,248,46,242,37,22,6,60,1,1,21,20,13,0,0,2325,2015,9,19,2229,
W Kentucky,84,26,484,46,35,6,65,0,2,28,11,5,3,2,1584,Indiana,284,59,355,27,20,5,50,1,0,34,13,8,2,0,2016,2015,9,19,84,98.0
W Carolina,189,33,90,22,11,4,42,2,1,9,12,1,0,0,1626,Tennessee,210,49,237,29,21,3,15,0,0,25,14,5,2,1,1974,2015,9,19,2633,
Wofford,326,44,72,6,4,3,24,2,0,17,9,3,1,0,1622,Idaho,198,43,334,34,25,6,75,0,2,22,15,6,3,3,1978,2015,9,19,70,
Colorado,125,32,220,29,15,6,65,0,0,18,13,3,1,1,1397,Colorado State,218,49,282,39,25,8,65,0,2,27,18,8,2,1,2203,2015,9,19,36,38.0
Northwestern St,146,50,111,16,9,1,11,0,0,17,13,1,3,2,2341,Miss St,275,37,372,18,16,2,20,2,0,26,5,3,1,1,1259,2015,9,19,344,
Georgia Tech,216,47,121,24,8,4,30,1,0,21,15,3,3,2,1972,Notre Dame,215,32,242,30,21,8,55,1,1,17,11,4,0,0,1628,2015,9,19,87,59.0
Murray State,63,21,304,41,25,5,53,0,1,17,13,6,1,0,1554,W Michigan,237,42,391,33,28,6,69,2,0,34,10,7,1,1,2046,2015,9,19,2711,
Texas Tech,171,27,315,31,27,4,31,0,2,24,10,7,0,0,1397,Arkansas,228,43,196,21,16,5,43,1,1,23,11,7,0,0,2203,2015,9,19,8,2641.0
William & Mary,145,39,226,37,23,6,45,0,0,21,19,7,4,2,2095,UVA,110,29,263,23,17,5,60,0,2,15,12,7,1,0,1505,2015,9,19,258,
Utah State,83,30,171,33,17,5,25,0,2,13,15,5,3,1,1632,Washington,74,35,368,31,22,3,38,2,1,20,12,6,2,1,1968,2015,9,19,264,328.0
Cal,280,41,268,37,27,6,50,2,0,26,13,5,2,2,1768,Texas,286,52,364,31,20,10,93,1,1,28,13,6,3,1,1832,2015,9,19,251,25.0
Norfolk State,96,35,95,24,7,4,23,0,1,11,14,2,0,0,1705,Marshall,216,43,279,34,25,5,60,1,1,29,15,9,0,0,1895,2015,9,19,276,
Kent State,79,31,63,28,10,7,89,0,0,8,17,3,3,1,1477,Minnesota,104,44,184,27,17,8,85,1,2,13,21,10,1,1,2123,2015,9,19,135,2309.0
UConn,77,33,156,28,17,8,85,1,1,11,13,2,3,1,1818,Missouri,85,34,185,31,20,3,30,1,1,16,15,5,3,1,1782,2015,9,19,142,41.0
Buffalo,185,45,105,20,10,8,75,0,1,13,17,3,0,0,2060,FAU,105,34,385,56,26,5,35,3,2,27,18,7,5,1,1540,2015,9,19,2226,2084.0
N Illinois,110,43,80,31,14,4,26,0,2,10,20,6,2,0,1946,OSU,162,37,136,29,16,7,44,2,3,14,13,2,2,0,1654,2015,9,19,194,2459.0
The Citadel,318,54,42,8,2,4,32,3,2,15,12,5,2,0,1679,Ga Southern,383,49,101,19,12,5,40,1,0,18,16,9,2,2,1921,2015,9,19,290,
UNLV,92,36,143,26,14,2,10,0,2,15,15,5,1,1,1798,Michigan,254,39,123,25,14,3,34,0,1,17,13,6,2,0,1802,2015,9,19,130,2439.0
SE Louisiana,148,40,174,32,21,8,73,2,0,19,16,6,2,1,1927,Ohio,115,31,346,27,18,9,94,0,1,18,14,6,2,2,1673,2015,9,19,195,
Rice,189,51,373,39,29,7,60,0,0,28,19,12,2,1,2510,North Texas,175,27,303,35,19,4,45,2,1,20,13,8,1,0,1090,2015,9,19,249,242.0
FSU,98,33,119,24,15,4,26,0,0,15,13,4,1,0,1884,Boston College,139,43,56,15,5,6,59,1,1,12,15,5,1,0,1716,2015,9,19,103,52.0
Memphis,155,50,386,40,29,6,48,0,0,28,20,9,3,3,2201,Bowling Green,136,29,443,45,28,10,92,0,0,24,15,7,2,1,1399,2015,9,19,189,235.0
Troy,78,32,177,36,24,7,59,1,0,19,17,7,2,1,2002,Wisconsin,199,35,202,18,13,6,63,0,0,17,10,3,1,1,1598,2015,9,19,275,2653.0
Temple,67,37,391,49,28,7,70,1,2,24,19,8,1,0,2109,UMass,45,25,393,55,29,12,106,1,1,20,17,3,4,2,1491,2015,9,19,113,218.0
USF,240,50,60,22,10,10,105,0,2,16,18,7,3,1,1828,Maryland,114,34,297,34,21,12,120,0,3,18,16,8,1,1,1772,2015,9,19,120,58.0
Charlotte,117,38,102,33,13,8,75,3,4,11,16,4,1,1,1604,Mid Tennessee,280,49,379,29,24,3,36,2,0,24,14,6,2,1,1996,2015,9,19,2393,2429.0
UTSA,176,51,170,30,16,7,72,5,2,20,17,7,0,0,1948,Oklahoma State,222,40,312,26,19,5,45,1,0,22,11,4,0,0,1652,2015,9,19,197,2636.0
Nevada,153,45,206,29,16,3,29,0,1,19,16,4,1,1,2051,Texas A&M,233,40,302,36,20,5,35,1,1,30,12,4,0,0,1549,2015,9,19,245,2440.0
VT,238,56,233,26,16,11,87,1,0,20,16,7,1,0,2291,Purdue,144,29,121,35,12,10,79,1,2,9,15,2,4,1,1309,2015,9,19,2509,259.0
LA Tech,137,38,314,51,30,6,41,2,0,23,18,4,4,3,1706,Kansas State,165,45,195,26,15,4,35,1,0,17,16,6,0,0,1894,2015,9,19,2306,2348.0
Auburn,160,37,100,19,11,4,26,1,1,16,10,3,1,1,1583,LSU,411,48,74,17,12,5,43,0,0,20,11,6,0,0,2017,2015,9,19,99,2.0
Florida,120,37,125,22,13,10,61,0,1,16,11,2,2,2,1913,Kentucky,115,41,126,24,8,5,37,0,2,14,18,6,3,2,1687,2015,9,19,96,57.0
Idaho State,36,22,262,59,30,7,42,0,1,18,20,7,3,1,1607,Boise State,344,58,254,28,22,5,25,0,0,32,15,9,2,1,1993,2015,9,19,68,304.0
Northwestern,201,54,70,23,9,2,10,0,2,15,20,6,1,1,1930,Duke,177,35,150,39,24,4,39,2,1,16,17,3,2,1,1670,2015,9,19,150,77.0
Cincinnati,282,54,263,40,22,7,55,2,2,33,15,5,1,1,2192,Miami (OH),220,41,228,34,14,6,50,0,1,17,18,5,3,2,1408,2015,9,19,193,2132.0
Cent Michigan,90,40,430,51,37,5,44,1,1,30,17,5,3,3,2346,Syracuse,165,30,161,17,11,6,60,0,1,11,8,1,0,0,1254,2015,9,19,183,2117.0
Stanford,195,49,279,24,18,5,40,0,0,26,12,8,0,0,2369,USC,155,28,272,32,25,8,87,0,0,20,10,4,2,1,1231,2015,9,20,30,24.0
Rutgers,43,32,251,42,27,8,29,1,2,20,15,5,1,0,1959,Penn State,330,41,141,19,10,8,80,0,1,17,12,4,2,0,1641,2015,9,20,213,164.0
Utah,221,48,159,26,19,1,10,2,1,23,19,13,3,3,2241,Fresno State,124,29,241,35,17,4,45,2,0,16,15,7,2,1,1359,2015,9,20,278,254.0
Maine,93,33,203,38,18,5,36,0,2,16,15,3,4,1,1711,Tulane,205,42,292,31,18,7,65,1,1,20,17,10,0,0,1889,2015,9,20,2655,
San Jose State,104,36,149,33,20,2,20,0,2,14,13,1,3,1,1988,Oregon State,303,46,135,25,13,4,35,1,1,24,14,5,0,0,1612,2015,9,20,204,23.0
UTEP,271,43,273,34,25,11,90,1,1,27,15,7,0,0,2138,New Mexico St,256,35,285,28,14,14,147,0,1,21,13,4,0,0,1462,2015,9,20,166,2638.0
Ole Miss,92,32,341,33,18,8,57,0,0,16,14,4,2,1,1474,Alabama,215,42,288,59,32,4,36,2,3,29,20,11,4,1,2126,2015,9,20,333,145.0
UC Davis,169,46,240,27,19,10,73,1,0,20,16,8,1,0,2398,Hawaii,193,31,272,24,17,7,42,1,0,23,9,4,1,0,1202,2015,9,20,62,
SMU,174,47,334,32,18,4,39,0,0,23,15,5,3,1,1977,TCU,266,41,454,30,21,9,115,0,1,28,9,5,2,0,1623,2015,9,20,2628,2567.0
Pitt,55,27,227,31,21,3,35,0,2,15,13,4,3,2,1638,Iowa,105,29,258,40,27,5,50,0,1,22,15,7,0,0,1962,2015,9,20,2294,221.0
South Alabama,241,47,270,36,18,5,22,0,0,23,20,9,1,0,1975,San Diego State,140,38,165,27,13,4,35,1,0,14,16,5,1,0,1625,2015,9,20,21,6.0
Wyoming,113,40,296,36,25,8,57,1,1,22,16,7,1,0,2005,Washington St,75,20,303,45,37,5,43,0,1,19,15,7,2,1,1595,2015,9,20,265,2751.0
N Arizona,75,43,271,26,16,6,55,0,3,14,19,7,0,0,2157,Arizona,499,42,293,39,26,4,50,0,0,37,9,5,2,1,1443,2015,9,20,12,
Iowa State,207,49,274,43,26,14,113,1,0,27,23,15,1,0,2298,Toledo,171,34,138,28,11,8,57,0,1,16,15,7,0,0,1302,2015,9,20,2649,66.0
BYU,161,41,244,47,30,5,35,0,1,26,19,8,3,1,2437,UCLA,296,38,106,23,11,6,75,0,3,18,9,1,1,1,1163,2015,9,20,26,252.0
Cincinnati,132,36,620,64,38,11,101,0,3,38,18,7,0,0,2023,Memphis,158,37,412,36,24,9,100,1,0,22,11,3,2,1,1577,2015,9,24,235,2132.0
Akron,220,42,238,29,13,11,92,0,1,22,18,9,1,0,2010,LA-Lafayette,112,28,173,37,19,11,126,2,2,18,12,5,2,1,1590,2015,9,26,309,2006.0
TCU,247,47,503,56,35,10,110,0,0,38,19,11,1,1,2097,Texas Tech,215,39,392,45,25,3,32,0,0,32,15,7,3,2,1503,2015,9,26,2641,2628.0
N Illinois,72,31,81,25,11,7,45,1,1,10,14,3,1,0,1329,Boston College,234,63,92,14,5,5,55,0,1,18,19,7,0,0,2271,2015,9,26,103,2459.0
Stanford,325,48,163,14,9,4,25,1,1,24,12,7,0,0,2075,Oregon State,111,36,275,36,20,6,65,1,0,20,16,7,0,0,1525,2015,9,26,204,24.0
Marshall,126,44,151,36,14,4,45,1,2,16,18,3,2,1,1539,Kent State,247,55,189,34,13,11,82,1,0,20,20,5,2,0,2061,2015,9,26,2309,276.0
Maryland,173,29,153,36,14,10,100,1,5,14,14,4,2,0,1406,West Virginia,304,59,297,37,23,10,124,1,1,37,16,9,1,1,2194,2015,9,26,277,120.0
Texas A&M,65,20,358,28,21,7,52,0,0,17,9,2,1,1,1232,Arkansas,232,42,225,25,20,11,93,1,1,25,10,5,2,0,2368,2015,9,26,8,245.0
Cal,139,51,342,41,24,6,35,1,1,28,20,10,3,1,2389,Washington,107,27,152,28,17,5,53,3,2,15,9,2,1,0,1211,2015,9,26,264,25.0
Samford,71,27,130,30,17,3,15,1,3,12,11,3,1,0,1555,Louisville,288,46,274,28,18,9,89,0,2,25,14,7,3,1,2045,2015,9,26,97,
Indiana,211,52,205,34,19,11,119,0,0,26,17,7,1,1,1906,Wake Forest,99,32,264,48,20,7,48,0,1,25,18,4,4,2,1694,2015,9,26,154,84.0
BYU,50,22,55,28,12,5,45,0,0,8,15,4,0,0,1282,Michigan,254,51,194,25,14,5,53,0,0,22,17,9,2,0,2318,2015,9,26,130,252.0
Nicholls State,126,34,40,22,6,4,45,1,2,8,16,4,0,0,1451,Colorado,358,62,278,31,18,4,30,1,0,33,18,9,3,2,2149,2015,9,26,38,
Navy,303,61,40,5,3,3,37,0,0,21,12,8,1,0,1964,UConn,106,31,219,32,19,3,22,1,0,20,12,4,5,1,1636,2015,9,26,41,2426.0
Army,556,71,98,9,5,6,70,2,1,29,14,10,2,2,2481,E Michigan,193,25,280,39,27,10,77,1,1,24,10,3,3,2,1119,2015,9,26,2199,349.0
UCF,26,23,204,38,23,5,31,0,2,15,12,3,3,1,1566,South Carolina,216,43,184,25,12,2,20,1,0,20,16,7,1,1,2034,2015,9,26,2579,2116.0
VT,158,42,281,35,20,11,89,0,1,21,16,6,3,2,1990,ECU,182,43,228,20,14,7,77,1,1,19,12,6,1,1,1610,2015,9,26,151,259.0
Nevada,289,39,90,21,12,9,95,0,0,15,12,4,0,0,1618,Buffalo,149,35,338,46,28,9,90,1,2,23,16,7,2,1,1982,2015,9,26,2084,2440.0
UL Monroe,9,31,83,43,20,10,90,0,2,10,20,3,4,1,1952,Alabama,137,35,166,32,18,7,72,0,1,17,13,2,3,1,1648,2015,9,26,333,2433.0
FIU,45,23,263,44,29,7,55,0,0,18,16,7,1,0,1604,LA Tech,246,42,226,32,18,7,45,0,0,29,13,5,0,0,1996,2015,9,26,2348,2229.0
UMass,148,29,302,48,28,4,35,0,1,22,17,5,3,1,1785,Notre Dame,457,51,224,28,18,8,75,0,1,30,13,8,0,0,1815,2015,9,26,87,113.0
North Texas,183,45,173,43,17,8,62,1,2,22,21,7,3,2,1695,Iowa,210,43,278,22,19,4,24,2,0,23,9,6,0,0,1905,2015,9,26,2294,249.0
FAU,28,48,144,25,14,6,44,3,2,13,17,3,2,0,1921,Charlotte,111,49,89,34,11,5,50,1,6,16,17,5,3,0,1679,2015,9,26,2429,2226.0
W Michigan,169,41,169,33,18,8,74,0,1,20,17,7,1,1,2234,OSU,223,34,288,36,20,12,86,0,2,25,13,8,0,0,1366,2015,9,26,194,2711.0
Mid Tennessee,38,37,330,43,29,7,59,1,0,19,18,5,3,3,1842,Illinois,140,39,238,49,29,6,55,0,0,25,19,8,2,1,1758,2015,9,26,356,2393.0
Boise State,89,31,358,38,25,4,25,0,0,19,14,3,2,1,1685,UVA,40,33,233,33,16,9,80,1,4,10,17,7,1,0,1915,2015,9,26,258,68.0
Southern Miss,11,23,447,42,26,9,80,1,0,18,14,4,3,1,1559,Nebraska,242,39,368,35,23,12,98,1,1,24,13,4,1,1,2041,2015,9,26,158,2572.0
Kansas,64,30,278,32,19,4,46,0,1,18,13,6,3,0,1321,Rutgers,312,58,201,25,18,10,80,1,2,31,12,8,0,0,2279,2015,9,26,164,2305.0
San Diego State,101,33,141,30,10,4,32,3,0,13,17,5,1,0,1526,Penn State,72,34,328,36,22,5,37,1,0,19,15,4,0,0,2074,2015,9,26,213,21.0
Georgia Tech,173,60,143,22,6,1,5,1,1,16,19,5,5,1,2135,Duke,165,36,114,25,17,4,35,1,2,11,16,6,1,1,1465,2015,9,26,150,59.0
JMU,440,52,289,33,20,12,121,0,3,34,13,5,1,0,1691,SMU,232,44,262,30,18,5,41,2,0,24,15,5,1,1,1937,2015,9,26,2567,
Cent Michigan,55,26,285,39,26,9,70,1,0,17,15,7,3,1,1905,Michigan State,181,36,143,19,11,8,78,0,0,18,8,4,0,0,1695,2015,9,26,127,2117.0
Colorado State,171,46,267,30,16,9,71,0,0,25,18,10,0,0,2172,UTSA,279,34,153,18,9,8,47,0,1,18,9,4,0,0,1428,2015,9,26,2636,36.0
Delaware,279,49,24,10,4,5,60,0,1,15,11,2,3,2,2058,UNC,191,35,377,33,23,2,20,1,0,29,13,10,0,0,1542,2015,9,26,153,
Vanderbilt,128,42,194,42,23,8,43,0,0,21,22,10,1,0,2001,Ole Miss,151,42,321,42,24,11,119,0,2,29,13,3,1,1,1599,2015,9,26,145,238.0
Missouri,111,33,227,35,18,3,30,0,0,24,14,6,0,0,1738,Kentucky,120,38,249,27,22,8,91,0,0,18,14,9,0,0,1862,2015,9,26,96,142.0
Appalachian St,303,56,198,17,12,7,68,1,0,24,14,8,2,1,2133,Old Dominion,42,21,133,28,16,7,59,2,2,8,13,4,1,0,1467,2015,9,26,295,2026.0
LSU,268,42,157,16,8,14,120,0,0,17,10,3,0,0,1792,Syracuse,127,32,154,38,16,4,36,0,1,21,17,5,4,3,1808,2015,9,26,183,99.0
Ohio,151,38,194,27,17,9,51,0,0,18,16,8,2,1,1798,Minnesota,204,36,264,31,22,4,31,1,0,24,9,4,0,0,1802,2015,9,26,135,195.0
Oklahoma State,103,46,292,36,24,7,40,1,2,27,17,9,0,0,2047,Texas,171,42,119,17,9,16,128,0,1,11,16,4,2,1,1553,2015,9,26,251,197.0
Miami (OH),123,40,168,28,15,6,36,1,3,15,17,7,0,0,1809,W Kentucky,105,32,464,42,34,6,50,0,0,27,12,7,1,0,1791,2015,9,26,98,193.0
New Mexico,302,47,107,8,5,6,69,0,0,15,12,5,1,1,1791,Wyoming,42,30,366,42,30,10,98,0,2,26,14,7,2,1,1809,2015,9,26,2751,167.0
Miss St,56,21,270,41,29,4,30,1,0,18,12,4,1,0,1430,Auburn,201,50,188,28,20,6,40,0,1,25,14,4,0,0,2170,2015,9,26,2,344.0
Rice,94,45,152,21,11,9,70,2,0,20,13,4,0,0,2058,Baylor,427,53,366,25,19,14,145,1,0,39,11,8,2,1,1542,2015,9,26,239,242.0
Bowling Green,137,33,402,59,43,10,98,1,1,39,16,11,3,1,1651,Purdue,77,38,349,40,30,9,92,0,1,25,17,9,3,3,1949,2015,9,26,2509,189.0
Southern,105,35,79,23,10,8,46,0,0,10,16,4,2,1,2135,Georgia,261,33,271,24,20,2,10,1,0,27,5,1,0,0,1465,2015,9,26,61,2582.0
Arkansas State,-14,24,223,35,18,8,90,2,3,11,13,2,3,1,1283,Toledo,169,46,308,52,25,8,80,0,1,29,20,10,1,0,2317,2015,9,26,2649,2032.0
Tennessee,254,51,165,19,12,4,25,1,0,20,16,7,1,1,1917,Florida,109,28,283,43,23,4,25,0,1,17,15,3,5,5,1683,2015,9,26,57,2633.0
North Carolina St,330,41,256,27,21,4,44,0,0,26,11,7,0,0,2112,South Alabama,45,26,213,35,16,2,25,1,2,14,15,3,0,0,1488,2015,9,27,6,152.0
Ball State,181,34,178,35,14,2,10,1,0,18,16,5,0,0,1595,Northwestern,290,57,256,31,18,8,57,2,1,23,22,13,1,0,2005,2015,9,27,77,2050.0
Incarnate Word,119,29,295,38,18,3,30,1,2,15,16,6,3,1,1711,UTEP,67,31,280,29,21,7,59,0,0,16,13,4,1,0,1889,2015,9,27,2638,
Utah,273,42,257,32,20,6,54,0,0,24,13,6,2,2,2200,Oregon,222,40,178,30,14,10,90,1,2,20,14,4,2,1,1400,2015,9,27,2483,254.0
Fresno State,88,29,159,33,19,3,30,0,1,13,13,5,4,0,1324,San Jose State,291,58,252,23,20,4,30,1,0,33,10,7,2,0,2276,2015,9,27,23,278.0
Idaho State,91,30,201,46,20,3,15,2,4,20,17,1,2,1,1657,UNLV,517,54,109,15,10,10,95,0,0,25,10,4,2,0,1943,2015,9,27,2439,304.0
Hawaii,15,18,240,34,16,11,100,0,0,12,13,4,1,0,1213,Wisconsin,326,54,186,25,15,6,52,0,0,31,10,4,0,0,2387,2015,9,27,275,62.0
Ga Southern,441,52,127,16,7,4,38,1,1,23,12,5,1,1,1948,Idaho,122,34,281,36,20,2,15,0,2,21,12,2,3,1,1652,2015,9,27,70,290.0
USC,76,32,379,34,20,10,91,1,1,18,16,10,0,0,1652,Arizona State,182,35,272,44,23,2,25,3,1,26,13,5,1,0,1948,2015,9,27,9,30.0
Texas State,99,32,302,50,31,5,38,2,2,21,19,7,2,1,1771,Houston,366,54,323,24,18,10,69,0,0,29,12,7,2,0,1829,2015,9,27,248,326.0
UCLA,213,47,284,28,19,9,76,0,0,23,15,11,0,0,1915,Arizona,353,59,115,28,10,5,40,2,1,32,16,8,2,1,1685,2015,9,27,12,26.0
Miami (FL),146,32,281,40,25,6,50,0,0,21,15,4,1,0,2078,Cincinnati,167,34,279,33,22,7,75,0,1,22,9,2,0,0,1522,2015,10,1,2132,2390.0
Temple,206,45,116,23,11,2,25,1,0,18,17,8,1,1,2066,Charlotte,223,44,131,27,13,4,47,0,1,16,17,4,3,1,1534,2015,10,2,2429,218.0
Memphis,120,39,305,33,20,7,75,0,0,20,18,8,0,0,1832,USF,178,43,199,26,17,6,40,0,1,19,13,2,2,1,1768,2015,10,2,58,235.0
W Kentucky,80,32,424,39,29,3,20,0,0,24,11,5,0,0,1923,Rice,85,34,237,30,16,8,70,3,2,15,15,4,1,1,1677,2015,10,3,242,98.0
South Carolina,112,34,186,30,17,4,35,0,3,17,14,5,2,2,1684,Missouri,163,42,136,28,21,3,29,0,0,18,16,9,1,1,1916,2015,10,3,142,2579.0
Iowa,144,40,77,21,9,6,54,1,1,14,15,5,2,1,1754,Wisconsin,86,34,234,38,21,8,90,2,2,21,13,4,1,0,1846,2015,10,3,275,2294.0
UConn,62,27,168,28,14,5,43,0,2,14,14,3,2,1,1488,BYU,174,41,365,54,35,7,70,1,2,31,16,9,1,0,2112,2015,10,3,252,41.0
Purdue,165,32,136,31,15,2,20,2,1,16,13,5,3,1,1356,Michigan State,267,47,139,19,13,8,51,0,0,20,14,5,1,0,2244,2015,10,3,127,2509.0
Arizona State,192,46,273,44,27,4,39,0,1,25,23,10,1,1,2267,UCLA,62,28,280,40,22,6,49,0,1,17,14,3,1,0,1333,2015,10,3,26,9.0
Colorado State,109,31,252,46,21,12,110,2,1,24,17,6,5,3,1557,Utah State,298,45,137,21,12,12,125,0,0,21,12,2,1,1,2043,2015,10,3,328,36.0
N Illinois,211,59,105,30,12,8,69,3,1,17,20,6,7,4,1859,Cent Michigan,83,34,182,32,16,1,5,0,1,14,17,6,1,0,1741,2015,10,3,2117,2459.0
E Michigan,94,33,161,24,17,7,70,0,3,16,11,5,0,0,1891,LSU,391,50,80,14,4,7,51,1,0,28,6,1,0,0,1709,2015,10,3,99,2199.0
Kansas,38,33,250,37,23,5,37,1,0,15,18,7,2,0,1683,Iowa State,243,37,269,37,27,2,10,0,2,24,14,5,0,0,1917,2015,10,3,66,2305.0
Ole Miss,69,33,259,40,26,5,30,3,1,23,14,5,2,1,1690,Florida,84,34,271,29,24,6,51,0,0,18,16,8,0,0,1910,2015,10,3,57,145.0
LA-Lafayette,149,27,182,37,19,8,91,1,2,18,13,5,1,0,1621,LA Tech,138,35,290,33,20,8,76,1,0,27,13,6,0,0,1979,2015,10,3,2348,309.0
Texas,191,51,122,28,13,4,40,1,0,20,19,6,3,1,1766,TCU,228,42,376,38,22,8,84,0,0,31,13,5,0,0,1834,2015,10,3,2628,251.0
Nebraska,187,34,105,31,10,6,42,1,1,12,17,4,1,0,1732,Illinois,131,32,251,45,23,3,35,0,0,17,20,7,2,0,1868,2015,10,3,356,158.0
ECU,306,54,249,26,19,5,45,0,2,26,18,10,1,0,1967,SMU,40,30,289,38,20,4,35,0,0,21,14,2,2,1,1633,2015,10,3,2567,151.0
Boston College,164,41,141,21,8,6,60,1,0,13,16,5,2,0,1910,Duke,33,35,195,36,18,5,31,0,0,16,17,4,1,0,1690,2015,10,3,150,103.0
Minnesota,74,33,99,32,15,2,10,1,1,11,16,4,4,0,1558,Northwestern,184,51,128,19,14,3,20,0,0,16,17,7,1,1,2042,2015,10,3,77,135.0
Texas Tech,106,24,530,65,40,17,142,2,2,27,18,8,5,2,1753,Baylor,368,52,312,24,16,8,72,0,1,26,16,11,1,0,1847,2015,10,3,239,2641.0
West Virginia,196,54,173,32,17,11,111,2,3,26,20,8,2,2,1991,Oklahoma,107,33,320,25,14,12,134,1,1,16,12,2,1,0,1609,2015,10,3,201,277.0
Air Force,204,56,73,12,5,3,25,3,1,15,16,5,3,2,1650,Navy,270,51,117,10,4,7,35,0,0,14,14,4,3,3,1950,2015,10,3,2426,2005.0
Arkansas,275,50,219,24,11,3,20,0,0,23,15,6,2,1,2118,Tennessee,133,33,232,37,20,4,39,1,0,19,16,7,2,1,1482,2015,10,3,2633,8.0
San Jose State,182,38,224,33,21,2,15,2,2,22,12,6,3,1,2037,Auburn,234,48,108,10,6,1,15,0,0,15,11,6,1,1,1563,2015,10,3,2,23.0
Louisville,203,45,103,27,10,6,50,0,0,20,18,8,0,0,1984,North Carolina St,45,30,183,28,16,4,50,2,0,11,16,5,2,0,1616,2015,10,3,152,97.0
Ohio,48,32,179,29,18,8,71,0,1,17,15,7,0,0,1676,Akron,88,35,231,38,18,10,79,0,1,21,17,5,3,2,1924,2015,10,3,2006,195.0
Miss St,196,34,210,34,20,3,30,2,0,20,14,5,2,0,1572,Texas A&M,194,45,322,41,25,5,53,0,0,23,20,10,2,1,2028,2015,10,3,245,344.0
Bowling Green,212,42,324,29,23,7,70,0,0,25,12,7,3,1,1575,Buffalo,152,37,348,59,35,8,85,0,1,34,19,10,3,2,2025,2015,10,3,2084,189.0
