Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
W Illinois,68,30,162,23,11,5,20,0,0,5,14,4,1,1,1536,Minnesota,213,49,124,12,10,2,10,1,0,13,11,5,1,1,2064,2013,9,14,135,
Tennessee,178,38,138,29,15,4,40,1,0,9,15,5,1,1,2058,Oregon,216,41,471,35,25,8,62,0,0,11,12,6,1,1,1542,2013,9,14,2483,2633.0
Iowa,218,60,160,23,14,3,20,1,0,11,20,11,0,0,2283,Iowa State,59,24,260,39,22,3,38,0,2,3,14,5,3,2,1317,2013,9,14,66,2294.0
Oregon State,48,28,443,45,27,10,69,0,0,3,16,7,2,2,1953,Utah,260,39,279,33,19,5,59,0,3,12,13,6,0,0,1647,2013,9,14,254,204.0
Ole Miss,272,45,177,27,17,8,74,1,0,16,10,5,2,0,1691,Texas,124,37,196,36,24,7,50,1,0,8,15,4,3,1,1909,2013,9,14,251,145.0
Kansas,100,35,170,29,14,4,20,0,2,6,17,6,2,0,1596,Rice,192,42,178,36,15,5,51,0,2,12,18,6,1,0,2004,2013,9,14,242,2305.0
Marshall,116,34,366,45,30,8,58,3,1,7,13,9,1,1,1461,Ohio,60,36,275,39,26,4,36,0,0,5,19,11,0,0,2139,2013,9,14,195,276.0
Bowling Green,136,36,273,51,28,6,50,1,1,8,20,8,6,2,2113,Indiana,266,48,335,26,17,6,45,2,0,8,13,8,3,0,1487,2013,9,14,84,189.0
UCF,219,38,288,27,20,6,62,0,1,7,12,7,1,0,1957,Penn State,193,35,262,29,21,5,33,1,0,7,8,2,2,1,1643,2013,9,14,213,2116.0
OSU,332,55,276,32,21,7,56,1,0,20,15,6,4,4,2035,Cal,132,37,371,53,31,5,28,1,1,11,16,6,3,2,1565,2013,9,14,25,194.0
Nevada,128,38,86,24,13,7,80,0,1,5,14,4,1,0,1981,FSU,377,41,240,22,17,6,45,0,1,15,10,6,0,0,1619,2013,9,14,52,2440.0
UTEP,293,56,253,28,18,4,25,1,1,16,17,10,1,1,2513,New Mexico St,99,19,299,26,14,3,33,2,2,4,7,1,1,0,1087,2013,9,14,166,2638.0
Nicholls State,141,33,164,40,15,5,35,3,2,5,17,7,2,0,1837,LA-Lafayette,456,53,164,16,13,8,105,0,1,19,8,5,0,0,1763,2013,9,14,309,
Youngstown St,51,20,121,27,11,5,30,2,0,1,12,2,1,1,1251,Michigan State,277,49,270,32,22,2,19,1,0,12,15,10,1,1,2349,2013,9,14,127,
Stony Brook,140,45,300,48,25,12,89,1,2,11,19,4,2,2,1859,Buffalo,133,36,216,48,28,4,35,1,1,6,18,6,0,0,1741,2013,9,14,2084,
Stanford,197,34,205,22,13,1,15,1,1,8,11,6,1,0,1562,Army,284,61,49,10,6,2,20,1,0,16,16,6,3,1,2038,2013,9,14,349,24.0
Tulsa,95,31,226,33,17,3,15,0,1,3,15,7,1,1,1484,Oklahoma,194,44,413,37,27,3,16,0,0,12,16,12,0,0,2116,2013,9,14,201,202.0
Akron,107,30,311,49,25,5,38,0,2,6,18,9,1,0,1996,Michigan,177,32,248,30,16,5,45,1,3,8,10,3,0,0,1604,2013,9,14,130,2006.0
Kent State,58,32,190,29,20,10,90,0,0,4,14,4,1,1,2063,LSU,307,37,264,18,13,11,86,1,0,14,6,4,0,0,1537,2013,9,14,99,2309.0
UL Monroe,109,35,315,69,43,4,24,0,2,8,28,15,3,2,2339,Wake Forest,15,15,310,48,28,5,33,1,0,1,15,5,0,0,1261,2013,9,14,154,2433.0
Vanderbilt,121,33,147,22,12,0,0,1,1,7,12,2,3,3,1370,South Carolina,220,49,359,38,28,5,30,2,1,13,17,11,3,2,2230,2013,9,14,2579,238.0
Wisconsin,231,32,210,31,16,6,76,1,0,6,17,8,1,1,1682,Arizona State,116,42,352,51,29,3,15,1,1,8,18,8,2,0,1918,2013,9,14,9,275.0
Notre Dame,91,37,309,33,20,3,23,1,0,7,16,11,1,0,1872,Purdue,38,21,256,41,25,6,55,0,1,1,16,7,1,1,1728,2013,9,14,2509,87.0
Cent Michigan,113,32,265,46,23,5,55,0,2,7,16,7,2,1,1933,UNLV,122,41,289,30,25,3,29,0,1,10,12,5,1,0,1667,2013,9,14,2439,2117.0
E Washington,51,22,326,41,21,9,51,1,1,3,12,3,2,1,1390,Toledo,325,51,205,26,16,11,92,0,0,16,16,5,1,1,2210,2013,9,14,2649,
Weber State,104,33,34,23,12,3,48,2,0,5,16,3,1,1,1761,Utah State,267,48,320,29,23,2,24,1,0,14,14,9,2,1,1839,2013,9,14,328,
UMass,123,38,186,32,21,6,45,0,2,7,17,7,3,1,1829,Kansas State,329,46,127,12,7,2,24,1,1,17,11,7,1,1,1771,2013,9,14,2306,113.0
Southern Utah,73,34,146,30,22,5,53,0,3,5,14,4,1,1,2138,Washington St,54,17,410,48,35,5,39,0,1,1,13,6,2,2,1462,2013,9,14,265,
W Kentucky,145,27,282,47,27,8,50,0,3,9,17,9,3,1,1971,South Alabama,144,39,270,27,16,5,35,1,0,7,13,5,2,1,1629,2013,9,14,6,98.0
W Michigan,143,31,202,41,16,5,46,0,1,9,18,5,4,2,1742,Northwestern,332,55,139,22,15,5,45,1,1,19,10,5,0,0,1858,2013,9,14,77,2711.0
N Illinois,356,48,152,29,17,11,107,2,0,14,14,4,1,0,1573,Idaho,191,62,247,26,15,4,42,3,0,14,16,4,4,1,2027,2013,9,14,70,2459.0
Miss St,202,40,213,28,15,5,33,0,0,11,15,5,2,2,2063,Auburn,120,36,339,34,23,1,5,1,2,9,15,7,0,0,1537,2013,9,14,2,344.0
Memphis,180,46,170,30,19,15,145,0,2,9,20,8,1,1,2081,Mid Tennessee,60,28,224,36,22,3,30,0,1,5,14,6,0,0,1519,2013,9,14,2393,235.0
VT,53,34,258,43,25,6,53,0,1,4,20,9,2,1,2203,ECU,46,23,158,31,19,4,20,0,3,4,11,3,0,0,1397,2013,9,14,151,259.0
Bethune-Cookman,311,52,38,11,6,6,60,0,1,16,12,4,1,1,2055,FIU,73,33,156,18,11,7,50,1,1,3,12,3,2,1,1545,2013,9,14,2229,
Maryland,224,43,277,28,15,4,54,2,1,10,15,4,2,0,1690,UConn,25,34,349,45,29,5,40,0,2,4,18,5,1,0,1910,2013,9,14,41,120.0
Lamar,121,37,124,40,19,6,44,1,0,5,23,7,4,1,2274,Oklahoma State,155,38,271,36,23,4,28,0,1,9,13,7,1,1,1326,2013,9,14,197,
Louisville,242,41,250,28,16,4,45,1,0,12,13,6,0,0,2076,Kentucky,162,31,214,37,17,4,34,2,1,7,13,0,4,3,1524,2013,9,14,96,97.0
FAU,130,36,98,17,10,7,56,0,1,7,13,4,0,0,1771,USF,167,40,130,25,9,9,80,2,1,6,14,4,2,0,1829,2013,9,14,58,2226.0
Fordham,200,45,320,36,23,8,70,0,0,12,16,6,5,3,2083,Temple,245,49,140,26,14,5,34,1,1,18,13,8,1,0,1517,2013,9,14,218,2230.0
Boston College,101,26,83,24,11,1,5,0,0,5,13,4,1,0,1404,USC,257,43,264,19,17,10,100,0,0,12,10,5,0,0,2196,2013,9,14,30,103.0
Southern Miss,119,31,135,34,18,10,63,0,2,7,15,4,1,0,1477,Arkansas,258,56,69,11,6,4,49,0,1,12,15,7,0,0,2123,2013,9,14,8,2572.0
Northwestern St,100,34,79,23,14,9,78,0,1,5,14,2,0,0,1691,Cincinnati,322,46,347,21,19,13,131,0,0,16,9,6,0,0,1909,2013,9,14,2132,
Ball State,163,20,333,46,27,4,28,3,2,5,12,7,1,0,1344,North Texas,231,45,274,47,31,10,85,1,0,13,19,10,0,0,2256,2013,9,14,249,2050.0
New Mexico,213,52,57,17,9,4,40,1,0,12,16,6,2,0,2202,Pitt,283,34,244,18,14,7,50,2,2,13,5,3,0,0,1398,2013,9,14,221,167.0
Georgia Tech,344,60,125,16,8,6,46,0,1,18,17,11,0,0,2312,Duke,132,34,122,28,15,5,52,0,0,7,14,3,2,1,1288,2013,9,14,150,59.0
Wagner,53,31,34,21,6,2,10,1,2,3,14,2,1,0,1635,Syracuse,236,48,359,35,28,8,65,0,0,10,17,10,0,0,1965,2013,9,14,183,
Washington,273,50,342,35,28,12,104,2,0,13,16,10,0,0,1896,Illinois,136,36,191,26,10,6,65,0,1,9,15,6,1,1,1704,2013,9,14,356,264.0
Delaware,157,34,179,32,19,6,58,1,2,9,13,2,3,1,1572,Navy,352,62,237,15,11,0,0,1,0,20,13,10,1,1,2028,2013,9,14,2426,
UCLA,210,53,294,25,16,3,21,0,1,11,15,7,1,0,1780,Nebraska,128,42,203,35,21,8,70,1,0,8,14,3,3,2,1820,2013,9,14,158,26.0
Georgia State,136,33,84,18,8,7,35,1,0,4,13,3,0,0,1682,West Virginia,245,42,359,41,25,4,48,0,1,11,17,8,2,1,1918,2013,9,14,277,2247.0
N Colorado,65,26,275,52,30,5,25,0,2,3,18,5,3,1,2133,Wyoming,173,42,264,47,30,6,55,1,1,10,17,9,2,1,1467,2013,9,14,2751,
Clemson,171,40,244,37,24,6,45,0,0,11,19,10,2,1,1631,North Carolina St,165,36,213,37,20,9,57,1,1,8,16,3,5,4,1969,2013,9,19,152,228.0
Boise State,200,53,361,47,33,4,40,1,1,9,20,11,4,1,1983,Fresno State,62,24,460,60,39,5,48,0,0,4,17,8,2,2,1617,2013,9,20,278,68.0
W Illinois,197,41,141,33,13,6,40,0,2,11,16,5,4,1,1860,UNLV,284,49,140,22,14,0,0,0,0,15,15,6,2,2,1740,2013,9,21,2439,
Kansas State,115,38,275,30,19,8,65,3,0,6,16,9,0,0,1901,Texas,227,47,225,34,19,8,74,0,0,16,18,9,3,2,1699,2013,9,21,251,2306.0
New Mexico St,187,41,146,26,15,3,35,1,1,11,11,1,0,0,1813,UCLA,298,45,394,49,35,15,138,1,2,18,14,12,0,0,1787,2013,9,21,26,166.0
North Texas,7,25,238,41,26,4,25,0,1,1,16,4,2,1,1677,Georgia,191,43,450,31,23,6,42,1,1,9,13,6,0,0,1923,2013,9,21,61,249.0
E Illinois,127,34,450,49,34,14,126,0,2,6,16,7,4,2,1683,N Illinois,367,52,235,30,21,14,119,1,2,18,13,6,2,2,1917,2013,9,21,2459,
Michigan State,119,35,135,36,16,10,115,0,1,7,18,8,2,1,1838,Notre Dame,82,32,142,34,14,8,86,0,0,2,17,6,1,0,1762,2013,9,21,87,127.0
Kent State,56,24,134,36,17,8,79,0,1,2,15,3,0,0,1636,Penn State,287,53,176,36,13,3,28,0,1,17,18,7,3,2,1964,2013,9,21,213,2309.0
Texas State,107,37,133,31,15,5,20,2,1,6,16,5,3,0,1963,Texas Tech,118,33,434,63,33,8,65,0,3,7,21,11,2,0,1637,2013,9,21,2641,326.0
Tennessee,66,23,154,34,14,3,25,2,4,6,13,5,1,0,1223,Florida,215,56,167,20,11,6,44,2,1,13,18,10,1,0,2377,2013,9,21,57,2633.0
Pitt,174,46,424,33,23,8,71,0,0,9,17,7,2,1,2182,Duke,213,36,319,33,22,3,23,0,4,11,11,5,1,0,1418,2013,9,21,150,221.0
Troy,47,26,139,31,17,7,80,1,1,3,14,3,1,0,1431,Miss St,235,44,316,27,17,3,30,0,0,15,12,8,0,0,2169,2013,9,21,344,2653.0
Mid Tennessee,296,45,150,24,13,1,7,0,2,12,15,8,1,1,1669,FAU,182,45,321,50,31,4,25,3,2,13,20,13,3,2,1931,2013,9,21,2226,2393.0
Florida A&M,50,23,30,16,10,8,50,1,1,2,11,1,0,0,1378,OSU,388,46,215,34,24,3,20,0,1,20,12,6,4,4,2222,2013,9,21,194,
Savannah State,139,26,44,25,8,2,7,0,4,7,13,2,3,2,1601,Miami (FL),324,46,313,23,20,10,75,0,0,15,9,6,3,2,1999,2013,9,21,2390,
Idaho State,22,28,142,40,19,10,65,1,2,3,18,4,3,1,1789,Washington,370,53,310,28,21,16,130,1,0,18,10,6,3,1,1811,2013,9,21,264,304.0
Wake Forest,228,45,132,17,6,9,86,1,1,14,12,4,1,1,1663,Army,271,55,86,18,10,8,45,2,0,13,17,5,2,1,1937,2013,9,21,349,154.0
Wyoming,249,44,373,41,35,10,91,1,0,11,14,10,1,1,1711,Air Force,346,57,127,20,12,7,61,1,0,16,14,6,3,1,1889,2013,9,21,2005,2751.0
Marshall,133,46,228,41,19,11,66,1,2,8,20,9,1,0,1599,VT,201,53,181,34,18,4,45,0,2,12,16,2,4,3,2001,2013,9,21,259,276.0
Houston,165,37,329,36,18,3,30,0,1,8,16,6,1,1,1504,Rice,174,45,289,37,22,3,25,1,1,12,15,5,1,0,2096,2013,9,21,242,248.0
W Michigan,74,20,135,38,16,2,16,1,3,3,14,1,1,1,1429,Iowa,258,58,188,18,11,6,60,2,0,13,15,9,1,1,2171,2013,9,21,2294,2711.0
Bethune-Cookman,182,56,60,17,8,8,59,0,1,13,18,9,0,0,2159,FSU,266,36,226,25,13,3,25,1,0,11,6,2,0,0,1441,2013,9,21,52,
Arkansas State,74,31,181,39,22,5,50,0,1,6,15,4,2,0,1460,Memphis,329,45,176,26,17,4,40,1,0,13,14,6,3,1,2140,2013,9,21,235,2032.0
Morgan State,182,37,135,25,15,5,35,0,2,11,12,5,1,0,1894,W Kentucky,375,44,213,24,17,4,26,1,2,20,10,5,4,4,1706,2013,9,21,98,
San Jose State,47,17,439,35,22,9,98,1,2,3,9,1,4,2,1138,Minnesota,353,67,71,12,5,3,40,0,0,18,14,7,2,2,2462,2013,9,21,135,23.0
Utah,129,33,273,35,24,8,65,0,0,4,14,1,0,0,1993,BYU,183,47,260,48,18,7,55,0,1,9,21,5,4,1,1607,2013,9,21,252,254.0
Maine,107,30,272,47,29,3,20,1,2,6,16,9,1,0,1990,Northwestern,251,49,122,17,10,5,45,1,1,14,14,7,2,1,1610,2013,9,21,77,
Tulane,121,28,209,40,23,7,75,1,1,6,14,4,3,2,1938,Syracuse,205,45,200,26,19,7,38,0,0,9,14,7,1,1,1662,2013,9,21,183,2655.0
Arkansas,101,34,182,28,16,6,66,0,0,5,14,3,1,1,1893,Rutgers,54,36,346,43,22,3,25,2,1,6,17,6,2,2,1707,2013,9,21,164,8.0
Purdue,45,21,135,36,18,3,30,0,1,7,14,2,2,1,1496,Wisconsin,388,48,158,21,12,1,10,0,1,15,13,5,2,1,2104,2013,9,21,275,2509.0
FIU,0,34,27,9,4,6,40,1,0,0,13,1,0,0,1940,Louisville,210,29,254,27,22,1,5,0,0,6,10,7,0,0,1660,2013,9,21,97,2229.0
UL Monroe,75,35,220,46,18,4,30,1,3,6,20,6,4,1,1983,Baylor,311,41,470,36,25,8,85,0,1,11,12,6,2,0,1617,2013,9,21,239,2433.0
Murray State,166,32,146,34,24,8,57,1,0,7,14,4,1,1,1465,Bowling Green,282,42,378,32,28,7,72,0,1,13,10,8,0,0,2135,2013,9,21,189,
Northwestern St,150,39,194,45,23,6,60,1,1,9,20,8,1,0,2054,UAB,242,34,212,27,13,5,44,1,1,11,11,4,2,1,1546,2013,9,21,5,
West Virginia,113,25,62,22,11,7,59,4,2,4,12,2,0,0,1314,Maryland,120,46,210,26,17,7,39,2,0,6,19,9,0,0,2286,2013,9,21,120,277.0
South Dakota St,227,38,238,29,19,4,45,1,2,10,11,3,1,0,1849,Nebraska,335,51,310,26,21,4,33,2,0,17,10,7,1,1,1751,2013,9,21,158,
Vanderbilt,166,39,240,28,19,5,35,1,1,11,13,8,3,2,1939,UMass,99,31,149,33,23,4,20,1,0,7,16,8,1,1,1661,2013,9,21,113,238.0
VMI,41,25,38,31,9,5,33,2,0,2,16,1,1,0,1393,UVA,357,63,223,30,20,7,50,0,2,20,18,11,4,1,2207,2013,9,21,258,
Jacksonville St,122,44,311,32,17,5,55,1,1,9,16,8,0,0,1565,Georgia State,150,42,250,42,16,9,62,1,1,9,20,7,3,2,2035,2013,9,21,2247,
Colorado State,51,26,228,38,24,4,35,1,0,3,15,4,1,0,1870,Alabama,66,21,272,27,21,2,15,0,1,3,10,2,1,1,1730,2013,9,21,333,36.0
Michigan,192,49,97,23,11,5,45,2,2,11,17,7,1,0,2147,UConn,47,25,159,32,16,6,70,0,1,5,11,1,1,0,1453,2013,9,21,41,130.0
Missouri,280,50,343,47,32,5,31,1,2,16,16,8,1,1,2205,Indiana,98,26,377,53,29,8,63,0,3,6,17,5,2,1,1395,2013,9,21,84,142.0
SMU,93,17,341,67,41,16,111,2,1,7,16,5,4,2,1744,Texas A&M,265,48,316,35,19,13,114,0,1,14,14,7,2,1,1856,2013,9,21,245,2567.0
UNC,101,24,218,29,14,8,57,0,1,4,10,4,0,0,1162,Georgia Tech,324,71,104,12,7,5,40,1,0,19,16,9,1,1,2438,2013,9,21,59,153.0
Auburn,213,52,224,33,17,5,44,1,2,11,17,6,5,1,1849,LSU,228,44,229,22,14,10,85,1,1,5,13,5,1,0,1751,2013,9,21,99,2.0
Hawaii,133,36,243,45,24,10,75,2,4,9,19,9,3,0,1949,Nevada,138,44,202,20,14,6,55,1,0,5,17,9,0,0,1651,2013,9,21,2440,62.0
Utah State,106,27,179,40,21,11,89,0,0,4,17,5,3,1,1666,USC,118,39,164,27,13,8,58,1,0,7,14,3,1,1,1934,2013,9,21,30,328.0
Idaho,79,49,174,25,18,12,73,1,1,9,19,5,4,2,2286,Washington St,71,15,346,43,31,6,44,2,2,2,9,5,2,2,1314,2013,9,21,265,70.0
Oregon State,10,20,367,55,38,13,99,2,0,3,13,7,1,0,1661,San Diego State,74,40,251,26,16,9,87,0,2,6,14,4,1,1,1939,2013,9,21,21,204.0
LA-Lafayette,156,43,304,38,26,5,30,0,1,9,15,6,1,0,2013,Akron,134,27,321,43,27,3,23,0,2,8,14,4,1,1,1587,2013,9,21,2006,309.0
UTSA,181,35,204,24,18,6,29,0,0,8,13,6,0,0,2033,UTEP,99,29,119,31,17,4,50,0,0,5,15,6,2,0,1567,2013,9,21,2638,2636.0
Ball State,197,37,346,31,19,4,43,1,0,6,12,5,1,1,1573,E Michigan,204,44,212,32,20,9,81,2,2,12,13,5,4,3,2027,2013,9,21,2199,2050.0
Austin Peay,155,38,143,26,13,9,69,0,0,7,17,5,1,1,2193,Ohio,251,46,243,23,16,8,70,3,0,12,13,8,0,0,1407,2013,9,21,195,
Cincinnati,198,52,171,37,23,7,74,1,2,11,17,7,0,0,2224,Miami (OH),7,29,80,16,7,4,34,0,2,1,11,0,3,0,1376,2013,9,21,193,2132.0
LA Tech,154,32,289,55,35,3,35,2,1,8,17,8,0,0,1868,Kansas,117,33,279,46,28,8,68,0,2,5,17,7,2,0,1732,2013,9,21,2305,2348.0
Arizona State,50,24,367,56,30,6,65,0,2,5,18,6,4,3,1474,Stanford,240,49,151,17,11,7,57,0,1,10,15,7,0,0,2126,2013,9,21,24,9.0
Toledo,252,43,166,23,16,1,15,1,0,14,12,9,0,0,1674,Cent Michigan,156,41,214,24,14,1,5,2,2,11,9,3,1,1,1926,2013,9,21,2117,2649.0
Iowa State,179,44,255,42,26,3,25,0,1,7,18,8,2,2,2137,Tulsa,86,28,288,49,26,1,10,3,1,8,12,3,4,3,1463,2013,9,26,202,66.0
VT,55,27,221,25,19,10,69,0,0,2,10,2,0,0,1718,Georgia Tech,129,42,144,24,7,9,66,1,2,8,14,5,3,0,1882,2013,9,26,59,259.0
Utah State,253,50,267,43,30,9,95,0,0,15,16,6,0,0,2196,San Jose State,101,35,336,52,28,11,108,1,3,8,20,10,1,1,1404,2013,9,27,23,328.0
Mid Tennessee,107,41,105,34,16,7,50,0,1,6,19,6,3,1,2028,BYU,309,55,177,19,14,9,80,4,1,11,13,7,1,1,1572,2013,9,27,252,2393.0
Miami (FL),165,39,375,32,19,7,48,2,2,8,14,7,1,1,1903,USF,99,33,189,27,13,5,30,2,1,4,14,2,3,1,1697,2013,9,28,58,2390.0
LSU,77,36,372,37,23,5,40,1,0,5,15,10,1,0,1893,Georgia,196,36,298,34,20,5,35,0,1,10,11,4,1,1,1707,2013,9,28,61,99.0
Texas A&M,262,44,261,30,23,5,45,0,0,14,13,7,1,1,1903,Arkansas,201,30,282,36,17,1,5,0,2,8,12,5,1,0,1697,2013,9,28,8,245.0
Troy,150,41,362,50,37,7,69,0,1,11,16,5,2,2,2064,Duke,190,39,324,28,20,4,35,0,1,9,12,5,0,0,1536,2013,9,28,150,2653.0
Southern Miss,103,30,163,34,21,7,57,1,2,6,13,2,0,0,1722,Boise State,229,52,316,27,23,5,50,1,0,14,16,11,0,0,1878,2013,9,28,68,2572.0
UVA,65,33,123,37,15,5,49,2,0,4,18,3,4,1,1785,Pitt,8,35,191,31,13,4,32,1,2,3,18,5,0,0,1815,2013,9,28,221,258.0
UConn,27,39,193,29,12,2,10,1,3,5,18,7,1,0,1779,Buffalo,153,43,177,21,10,7,70,0,1,7,14,6,1,1,1821,2013,9,28,2084,41.0
ECU,227,54,376,47,32,3,34,0,1,13,16,8,4,3,2169,UNC,67,32,398,47,29,9,94,0,1,6,17,9,2,1,1431,2013,9,28,153,151.0
Temple,161,29,249,47,23,6,46,0,0,10,16,4,1,1,1583,Idaho,168,33,310,44,26,5,53,0,0,9,18,8,0,0,2017,2013,9,28,70,218.0
UTEP,132,47,365,43,26,6,47,1,0,9,19,10,4,3,2155,Colorado State,250,34,341,29,18,6,62,1,0,11,11,7,1,1,1445,2013,9,28,36,2638.0
Air Force,375,51,78,11,6,4,20,0,1,14,12,7,1,1,1677,Nevada,210,44,389,56,38,5,40,0,1,15,18,12,3,2,1923,2013,9,28,2440,2005.0
FSU,159,36,330,27,17,5,44,0,1,11,11,4,0,0,1604,Boston College,200,45,197,28,18,3,44,0,2,10,13,3,3,2,1996,2013,9,28,103,52.0
Akron,97,25,199,37,22,2,10,0,0,4,13,6,1,0,1437,Bowling Green,167,44,229,24,18,5,58,0,0,9,14,9,0,0,2163,2013,9,28,189,2006.0
Ole Miss,46,25,159,32,17,5,29,1,1,3,14,4,4,1,1291,Alabama,254,40,180,32,25,7,50,0,1,10,17,8,1,0,2309,2013,9,28,333,145.0
South Carolina,225,46,265,34,16,7,58,3,1,11,18,10,2,1,1849,UCF,69,25,358,37,25,6,46,1,3,6,11,6,0,0,1751,2013,9,28,2116,2579.0
Fresno State,206,45,324,47,33,5,61,3,2,11,14,5,2,2,2057,Hawaii,54,35,377,46,24,10,95,0,2,5,17,4,3,2,1543,2013,9,28,62,278.0
Florida,246,45,156,18,15,5,28,0,1,14,13,8,2,2,2289,Kentucky,48,21,125,26,17,3,25,0,1,4,8,1,4,2,1311,2013,9,28,96,57.0
Oklahoma,212,42,238,31,23,4,31,0,0,13,14,5,1,0,2144,Notre Dame,220,29,104,25,9,8,77,0,3,6,12,4,0,0,1456,2013,9,28,87,201.0
Toledo,141,29,274,46,34,10,97,1,1,9,14,6,2,0,1814,Ball State,128,36,335,39,27,1,10,2,1,5,9,2,0,0,1786,2013,9,28,2050,2649.0
USC,247,37,295,30,20,6,54,1,3,10,14,4,3,1,2014,Arizona State,261,35,351,35,24,4,50,0,1,10,11,5,0,0,1586,2013,9,28,9,30.0
Cent Michigan,94,26,165,37,16,4,27,0,3,4,12,2,1,0,1573,North Carolina St,239,52,244,20,14,6,45,0,1,9,17,7,2,1,2027,2013,9,28,152,2117.0
Navy,86,34,76,17,7,3,17,0,2,5,11,4,1,0,1380,W Kentucky,219,43,198,31,25,8,66,1,1,11,15,7,2,1,2220,2013,9,28,98,2426.0
SMU,16,31,276,44,23,6,41,1,4,3,19,8,0,0,1705,TCU,107,36,228,26,15,5,50,2,0,4,12,2,1,1,1895,2013,9,28,2628,2567.0
Oklahoma State,111,40,322,47,20,10,96,1,2,5,20,6,2,1,1619,West Virginia,68,39,320,51,25,6,39,0,2,2,22,8,0,0,1981,2013,9,28,277,197.0
Arkansas State,117,41,318,47,37,10,70,0,1,8,20,10,1,0,2052,Missouri,239,28,256,30,21,3,21,1,0,10,7,3,0,0,1548,2013,9,28,142,2032.0
Colorado,154,35,146,34,14,6,64,1,2,7,15,2,1,0,1510,Oregon State,120,34,420,54,28,6,40,1,1,11,17,5,2,1,2090,2013,9,28,204,38.0
Stanford,238,40,322,28,17,9,57,0,1,11,15,7,2,2,1895,Washington St,51,13,322,65,39,4,35,0,2,5,16,4,2,1,1705,2013,9,28,265,24.0
Tulane,253,53,65,20,7,9,95,0,1,13,16,5,0,0,2184,UL Monroe,26,24,267,45,22,7,69,3,2,2,19,9,1,0,1416,2013,9,28,2433,2655.0
Miami (OH),155,41,95,15,7,4,30,0,0,10,11,2,2,1,1717,Illinois,289,43,312,33,23,4,30,0,2,21,14,10,1,1,1883,2013,9,28,356,193.0
Cal,149,51,176,45,21,11,97,4,1,9,19,5,5,2,1880,Oregon,264,48,117,26,12,9,83,2,0,13,14,4,4,1,1720,2013,9,28,2483,25.0
Wisconsin,104,27,295,34,20,8,54,0,1,6,12,3,2,1,1782,OSU,192,43,198,25,17,6,43,0,0,9,15,6,2,1,1818,2013,9,28,194,275.0
San Diego State,212,43,229,34,22,6,73,1,0,10,19,9,3,1,2140,New Mexico St,40,27,228,35,23,6,44,1,0,2,15,4,1,0,1460,2013,9,28,166,21.0
UAB,156,29,206,36,19,6,42,0,2,6,15,4,1,0,1836,Vanderbilt,206,35,334,29,23,6,62,0,1,10,10,5,0,0,1764,2013,9,28,238,5.0
Kent State,276,47,176,30,17,5,38,1,1,13,16,9,0,0,2049,W Michigan,151,32,159,23,11,8,75,0,2,8,12,4,1,0,1551,2013,9,28,2711,2309.0
Arizona,199,49,119,37,14,7,56,0,2,11,22,10,5,2,1778,Washington,244,61,165,25,14,7,75,0,1,12,17,9,2,0,1822,2013,9,28,264,12.0
N Illinois,177,36,225,26,19,5,45,1,0,11,11,4,1,1,1665,Purdue,153,30,371,55,24,7,58,1,4,9,18,6,4,2,1935,2013,9,28,2509,2459.0
South Alabama,135,28,257,51,24,5,28,0,3,8,17,7,2,1,1833,Tennessee,278,37,204,36,20,8,43,0,3,14,11,4,0,0,1767,2013,9,28,2633,6.0
Iowa,246,45,218,25,15,1,10,0,1,13,14,8,0,0,2161,Minnesota,30,27,135,24,12,5,45,0,2,4,13,4,2,1,1439,2013,9,28,135,2294.0
Wyoming,64,29,292,48,25,4,22,0,1,3,16,5,3,0,1326,Texas State,256,48,196,19,14,9,59,0,1,12,14,4,1,1,2274,2013,9,28,326,2751.0
FAU,94,28,272,46,22,8,80,2,2,2,18,5,3,0,1735,Rice,204,51,69,25,7,5,63,0,1,10,16,3,1,0,1865,2013,9,28,242,2226.0
Army,414,77,16,3,1,2,26,0,0,26,15,8,2,2,2397,LA Tech,57,23,320,36,20,4,38,1,1,4,12,6,1,0,1203,2013,9,28,2348,349.0
UNLV,248,37,320,35,25,1,10,1,0,7,11,6,1,0,1637,New Mexico,497,59,84,13,5,6,60,2,0,19,14,8,2,1,1963,2013,9,28,167,2439.0
Houston,150,32,341,39,26,10,73,0,0,7,14,8,1,0,1548,UTSA,128,29,365,49,36,6,67,1,4,9,11,5,1,1,2052,2013,9,28,2636,248.0
Wake Forest,60,31,162,30,19,4,30,1,1,4,14,2,1,1,1783,Clemson,166,47,407,36,28,4,40,0,0,10,17,8,4,3,1817,2013,9,28,228,154.0
W Kentucky,160,40,370,36,24,6,37,0,1,10,13,6,0,0,2008,UL Monroe,116,27,275,40,21,9,52,1,1,5,15,5,2,0,1592,2013,10,3,2433,98.0
