Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
Temple,217,36,376,38,27,6,55,0,0,11,13,4,4,1,1913,SMU,190,29,538,53,37,9,75,3,0,8,13,8,0,0,1687,2013,10,26,2567,218.0
Houston,211,38,400,35,28,11,100,0,0,11,12,7,0,0,1714,Rutgers,204,41,216,31,18,4,38,1,5,12,15,8,2,2,1886,2013,10,26,164,248.0
Tennessee,127,28,195,28,13,3,32,0,2,4,12,3,2,1,1562,Alabama,204,37,275,28,19,4,45,1,0,11,11,7,1,1,2038,2013,10,26,333,2633.0
Arizona,405,50,265,32,21,5,69,1,1,17,16,7,1,1,1769,Colorado,137,42,212,33,17,2,20,0,1,7,17,7,2,0,1831,2013,10,26,38,12.0
South Alabama,109,22,300,43,27,2,15,1,1,6,13,4,2,1,1359,Texas State,234,53,218,26,15,11,98,0,1,14,17,8,2,2,2241,2013,10,26,326,6.0
LA Tech,141,47,192,32,20,5,55,0,3,12,15,3,2,1,1958,FIU,69,38,128,26,11,6,60,1,2,7,16,5,2,0,1642,2013,10,26,2229,2348.0
E Michigan,164,46,173,32,13,7,47,0,0,12,18,6,2,2,2202,N Illinois,327,44,331,28,21,4,50,0,0,14,10,6,2,1,1398,2013,10,26,2459,2199.0
Duke,91,28,107,26,7,6,26,0,4,6,11,0,1,1,1233,VT,173,46,214,38,21,6,67,0,4,12,18,4,6,4,2367,2013,10,26,259,150.0
Vanderbilt,95,44,234,32,17,1,5,0,3,7,14,3,4,2,2107,Texas A&M,182,32,376,46,33,7,35,4,1,11,11,7,3,2,1493,2013,10,26,245,238.0
Louisville,132,40,353,30,26,9,100,0,0,8,13,8,0,0,2503,USF,38,20,95,19,8,2,25,1,1,2,9,1,0,0,1097,2013,10,26,58,97.0
Nebraska,189,30,139,30,16,3,21,1,1,10,12,4,0,0,1463,Minnesota,271,54,159,17,8,3,35,0,0,16,13,5,1,1,2137,2013,10,26,135,158.0
Notre Dame,135,37,331,26,18,1,5,0,0,7,11,5,1,1,1750,Air Force,290,65,49,12,8,5,40,2,0,18,17,7,3,1,1850,2013,10,26,2005,87.0
West Virginia,103,29,264,41,19,3,25,2,1,4,15,4,2,0,1468,Kansas State,157,43,291,21,18,4,33,2,0,6,13,8,0,0,2132,2013,10,26,2306,277.0
Texas,187,52,228,19,9,6,50,0,2,7,15,4,1,0,2039,TCU,45,24,201,39,17,8,86,2,1,4,16,4,0,0,1561,2013,10,26,2628,251.0
Ball State,157,37,277,36,26,2,9,1,0,9,12,4,0,0,1710,Akron,226,44,211,35,17,8,57,1,2,13,16,6,1,0,1878,2013,10,26,2006,2050.0
UConn,91,30,142,32,14,5,55,2,2,3,12,2,3,1,1426,UCF,176,38,351,35,26,8,72,1,1,7,13,8,1,0,2174,2013,10,26,2116,41.0
Wake Forest,59,25,302,46,25,6,58,0,1,4,16,8,2,2,1944,Miami (FL),200,40,191,28,17,6,46,0,0,9,13,6,1,0,1656,2013,10,26,2390,154.0
Oklahoma State,342,47,78,27,10,7,41,0,1,13,12,3,1,0,1584,Iowa State,154,48,192,38,18,10,72,2,1,11,20,4,1,1,2016,2013,10,26,66,197.0
UNLV,149,42,335,42,29,3,35,1,0,10,15,5,1,1,2016,Nevada,130,36,357,40,24,13,105,1,1,6,15,2,3,1,1584,2013,10,26,2440,2439.0
North Carolina St,188,42,128,33,17,2,13,1,2,5,18,6,2,1,1853,FSU,224,34,342,34,20,3,30,0,2,11,8,3,1,1,1747,2013,10,26,52,152.0
Cal,131,29,352,59,34,3,35,1,0,3,22,7,4,1,1869,Washington,262,44,380,34,21,6,63,0,0,8,16,6,0,0,1731,2013,10,26,264,25.0
Stanford,185,33,88,18,8,5,43,2,0,8,9,2,0,0,1287,Oregon State,17,24,271,57,41,6,50,1,0,5,17,6,5,1,2313,2013,10,26,204,24.0
Troy,91,30,306,33,20,10,104,0,1,7,13,6,1,1,1411,W Kentucky,133,41,399,48,31,5,37,2,0,8,16,7,3,2,2189,2013,10,26,98,2653.0
Tulsa,205,46,139,30,13,8,94,1,3,12,15,4,3,2,1666,Tulane,137,41,164,29,17,6,45,0,2,5,16,6,1,1,1934,2013,10,26,2655,202.0
Baylor,306,44,437,38,21,4,30,2,0,13,14,8,1,0,1327,Kansas,154,50,154,33,11,9,80,1,0,7,22,8,2,0,2273,2013,10,26,2305,239.0
Boston College,202,38,59,22,11,5,42,1,0,6,16,5,1,0,1776,UNC,110,44,282,29,22,4,50,0,0,8,16,8,0,0,1824,2013,10,26,153,103.0
Northwestern,225,52,104,14,11,5,55,2,0,13,14,8,1,0,1813,Iowa,136,41,169,27,19,2,10,0,1,8,14,6,2,1,1787,2013,10,26,2294,77.0
Idaho,87,36,166,30,12,7,75,1,0,6,16,4,3,1,1576,Ole Miss,292,45,280,29,22,8,60,0,0,15,10,3,2,2,2024,2013,10,26,145,70.0
FAU,97,25,150,26,11,5,34,1,0,3,13,2,0,0,1465,Auburn,422,59,206,18,12,6,55,0,1,18,11,5,2,1,2135,2013,10,26,2,2226.0
North Texas,229,62,300,27,18,2,10,2,2,15,17,11,2,2,2511,Southern Miss,39,21,210,31,12,4,40,2,3,2,11,2,0,0,1089,2013,10,26,2572,249.0
Furman,92,35,106,29,17,3,18,0,1,7,16,4,1,1,2118,LSU,332,36,340,26,17,7,75,1,2,16,7,5,0,0,1482,2013,10,26,99,
UTEP,248,55,116,12,7,3,19,2,1,12,14,5,1,0,1950,Rice,265,47,259,20,8,6,43,0,0,13,14,7,0,0,1650,2013,10,26,242,2638.0
Abil Christian,146,24,428,49,33,10,76,1,1,5,14,4,3,2,1726,New Mexico St,224,45,245,31,24,7,79,1,2,12,13,7,0,0,1874,2013,10,26,166,
Texas Tech,72,25,388,54,34,3,42,1,2,7,14,5,3,1,1545,Oklahoma,277,50,249,22,14,6,40,1,0,15,14,7,1,1,2055,2013,10,26,201,2641.0
UAB,189,34,317,43,23,5,36,1,2,13,15,11,1,0,1696,UTSA,248,42,275,25,18,3,30,0,0,12,11,8,0,0,1904,2013,10,26,2636,5.0
Georgia Tech,394,52,113,9,5,9,97,3,2,14,12,7,1,0,1516,UVA,68,31,376,62,43,5,45,0,1,5,20,9,3,2,2084,2013,10,26,258,59.0
Wyoming,332,43,267,34,22,3,22,1,1,15,16,9,1,1,1442,San Jose State,160,44,482,37,27,2,25,1,0,10,14,5,2,2,2158,2013,10,26,23,2751.0
Miami (OH),85,40,155,34,15,4,25,0,1,6,20,7,3,2,1706,Ohio,229,42,306,33,22,6,54,1,0,8,15,7,1,1,1894,2013,10,26,195,193.0
Toledo,242,41,130,23,15,7,69,1,0,12,11,5,1,1,1872,Bowling Green,135,36,208,26,17,5,34,0,0,9,15,9,3,1,1728,2013,10,26,189,2649.0
Pitt,135,38,203,27,20,7,45,1,0,8,14,7,0,0,2046,Navy,220,47,105,18,8,4,27,0,1,16,12,6,1,1,1554,2013,10,26,2426,221.0
South Carolina,75,35,423,56,35,9,65,2,1,7,17,5,5,3,2067,Missouri,155,41,249,25,10,6,50,0,1,7,14,4,0,0,1533,2013,10,26,142,2579.0
Utah,71,38,130,31,12,2,15,1,3,8,17,6,4,2,1667,USC,30,30,230,32,21,4,20,0,0,3,15,3,1,1,1933,2013,10,26,30,254.0
Fresno State,43,19,298,57,35,5,50,0,0,3,17,7,2,1,1489,San Diego State,170,48,337,39,21,8,80,1,1,9,21,10,4,1,2111,2013,10,26,21,278.0
Clemson,247,57,304,41,28,4,36,2,1,14,17,8,1,0,1996,Maryland,82,25,282,45,19,10,54,2,2,4,16,5,1,0,1604,2013,10,26,120,228.0
Buffalo,206,39,285,31,20,6,65,0,0,10,13,7,1,0,2048,Kent State,103,30,260,32,20,8,50,0,2,7,11,3,1,0,1552,2013,10,26,2309,2084.0
W Michigan,118,35,275,37,23,10,83,0,0,8,17,7,5,3,1985,UMass,112,42,220,25,16,2,15,0,0,5,16,7,4,2,1615,2013,10,26,113,2711.0
Georgia State,136,33,108,31,12,3,20,1,3,6,15,3,1,0,1644,UL Monroe,225,38,309,44,30,3,33,2,0,9,16,8,2,0,1956,2013,10,26,2433,2247.0
Penn State,120,40,237,34,19,2,10,1,2,9,16,8,1,0,1599,OSU,408,51,278,26,20,6,49,0,0,18,10,7,0,0,2001,2013,10,26,194,213.0
Colorado State,231,49,177,26,15,12,115,1,1,10,18,7,0,0,2006,Hawaii,32,29,386,57,31,7,50,2,2,3,17,2,4,2,1594,2013,10,26,62,36.0
UCLA,219,52,64,19,13,5,59,0,2,11,18,9,1,0,1930,Oregon,325,53,230,28,21,5,50,2,0,16,12,7,2,1,1670,2013,10,26,2483,26.0
Cincinnati,108,41,329,37,29,8,75,0,1,7,17,11,1,0,2018,Memphis,92,28,140,33,17,7,60,1,1,5,12,2,5,4,1582,2013,10,30,235,2132.0
Arizona State,282,57,275,31,22,4,20,1,1,15,14,7,2,2,2247,Washington St,2,11,300,54,29,5,43,1,1,2,16,6,1,0,1353,2013,10,31,265,9.0
USF,53,34,311,41,26,19,170,1,1,4,16,4,2,1,2317,Houston,95,26,293,30,23,4,33,2,0,5,10,5,1,0,1283,2013,10,31,248,58.0
UL Monroe,108,40,354,32,21,5,40,0,0,8,16,9,0,0,1818,Troy,144,31,367,55,32,11,115,2,0,8,18,7,5,3,1782,2013,10,31,2653,2433.0
Rice,133,42,222,28,18,2,25,1,2,7,13,2,3,1,1891,North Texas,149,43,104,13,7,6,43,0,1,9,15,7,1,0,1709,2013,10,31,249,242.0
USC,242,44,247,21,17,9,68,0,1,13,14,7,0,0,2170,Oregon State,92,16,277,45,26,1,15,0,3,7,11,2,2,2,1430,2013,11,1,204,30.0
Auburn,233,46,133,9,8,7,66,0,0,12,11,6,0,0,1546,Arkansas,222,47,124,27,12,4,51,2,1,13,16,9,2,1,2054,2013,11,2,8,2.0
Michigan,-48,29,216,30,15,3,39,0,1,2,14,2,1,0,1659,Michigan State,142,39,252,33,18,5,25,0,1,6,18,9,0,0,1941,2013,11,2,127,130.0
VT,55,29,391,41,24,6,50,2,2,1,13,5,2,1,1695,Boston College,196,42,93,14,11,1,5,0,0,6,12,2,1,1,1905,2013,11,2,103,259.0
Kent State,162,33,138,31,15,6,60,2,3,8,15,8,2,1,1626,Akron,173,47,131,21,9,5,25,1,0,11,15,7,1,0,1974,2013,11,2,2006,2309.0
Pitt,-5,21,233,37,25,2,10,0,1,2,13,5,0,0,1692,Georgia Tech,276,53,84,10,5,3,35,2,0,16,12,6,2,1,1908,2013,11,2,59,221.0
Georgia,156,35,258,26,16,6,45,1,0,9,12,7,1,0,1586,Florida,145,41,174,29,13,7,70,0,0,10,19,8,2,1,2014,2013,11,2,57,61.0
Boise State,132,31,305,27,19,2,20,2,0,6,11,5,1,1,1200,Colorado State,229,56,397,53,36,3,25,1,1,19,20,9,7,4,2400,2013,11,2,36,68.0
Northwestern,245,47,81,21,8,3,15,0,1,12,14,2,0,0,1701,Nebraska,195,50,277,42,22,4,40,0,4,13,16,5,1,1,1899,2013,11,2,158,77.0
Kansas,140,36,166,23,12,7,44,1,0,8,14,4,1,0,1834,Texas,221,44,197,32,21,6,54,0,2,8,17,9,2,1,1766,2013,11,2,251,2305.0
Clemson,175,43,435,45,34,3,25,0,1,8,17,6,2,1,1710,UVA,114,39,163,46,19,6,74,1,2,4,22,6,1,0,1890,2013,11,2,258,228.0
Wisconsin,218,45,144,19,11,7,60,0,1,10,15,4,1,1,1926,Iowa,110,32,179,40,16,4,30,0,2,7,18,4,4,2,1674,2013,11,2,2294,275.0
Tulane,62,28,105,31,11,5,45,0,4,4,15,4,0,0,1410,FAU,194,49,137,22,11,6,35,1,1,11,15,6,0,0,2190,2013,11,2,2226,2655.0
Miami (FL),83,29,192,28,16,2,5,0,2,7,12,4,3,1,1287,FSU,192,44,325,29,21,6,55,0,2,10,15,11,0,0,2313,2013,11,2,52,2390.0
UTEP,127,44,71,17,9,3,35,1,3,6,15,4,0,0,2166,Texas A&M,234,30,330,30,21,4,34,1,0,11,8,2,1,1,1434,2013,11,2,245,2638.0
New Mexico,253,41,170,20,10,6,45,0,1,15,10,5,1,1,1724,San Diego State,249,41,234,22,17,7,40,0,0,12,14,8,4,3,1876,2013,11,2,21,167.0
Oklahoma State,281,55,211,34,18,10,97,0,2,12,16,5,2,2,1799,Texas Tech,124,26,425,71,45,8,75,1,2,9,15,4,2,0,1801,2013,11,2,2641,197.0
Southern Miss,74,33,323,48,24,13,76,1,1,5,19,7,2,1,2244,Marshall,304,27,332,37,28,3,17,2,0,8,9,4,2,2,1356,2013,11,2,276,2572.0
Texas State,108,38,228,23,19,3,30,0,0,6,14,6,2,2,1903,Idaho,145,38,181,35,20,4,39,1,0,8,17,9,4,2,1697,2013,11,2,70,326.0
Navy,331,70,88,9,6,0,0,0,0,21,16,10,3,1,2256,Notre Dame,264,36,242,20,12,5,55,0,2,14,5,2,1,1,1344,2013,11,2,87,2426.0
Iowa State,122,34,126,36,17,3,20,0,3,7,15,4,2,0,1654,Kansas State,226,48,221,20,13,1,10,1,0,8,15,7,0,0,1946,2013,11,2,2306,66.0
Tennessee,94,24,240,42,26,9,65,1,2,5,13,2,2,0,1575,Missouri,339,54,163,25,12,5,35,0,0,15,19,10,0,0,2025,2013,11,2,142,2633.0
Miss St,150,35,235,43,28,6,25,2,3,10,13,6,1,1,2026,South Carolina,160,34,147,20,10,4,20,0,0,6,11,1,0,0,1574,2013,11,2,2579,344.0
UNC,152,38,275,38,24,8,80,0,1,10,15,5,1,0,1776,North Carolina St,212,48,176,29,14,6,32,0,2,10,17,6,2,0,1824,2013,11,2,152,153.0
Army,308,70,109,14,8,5,30,0,0,21,13,5,3,1,2252,Air Force,343,46,111,8,7,4,31,1,0,9,12,7,1,1,1348,2013,11,2,2005,349.0
Mid Tennessee,259,34,170,23,12,4,37,0,1,11,12,4,1,0,1281,UAB,299,56,57,9,6,1,5,1,1,14,12,2,2,2,2319,2013,11,2,5,2393.0
E Michigan,82,27,227,27,12,3,20,0,1,4,12,4,0,0,1510,Toledo,334,53,395,29,20,3,25,1,0,20,10,7,1,1,2090,2013,11,2,2649,2199.0
New Mexico St,120,42,330,36,26,4,45,0,1,8,15,7,1,1,2250,LA-Lafayette,209,32,231,20,14,2,25,1,1,11,7,3,0,0,1350,2013,11,2,309,166.0
W Kentucky,203,46,241,29,18,4,30,1,1,13,13,7,2,2,2018,Georgia State,85,27,325,41,26,6,65,0,2,6,15,6,3,1,1582,2013,11,2,2247,98.0
Nevada,218,42,206,24,14,8,74,0,1,7,16,4,2,1,1944,Fresno State,160,33,487,55,39,8,80,1,0,12,15,7,4,1,1656,2013,11,2,278,2440.0
San Jose State,312,45,180,31,16,6,52,0,2,14,15,6,2,2,2015,UNLV,86,27,265,49,26,2,13,0,2,6,16,7,1,1,1585,2013,11,2,2439,23.0
N Illinois,354,49,258,17,12,1,15,2,0,18,7,4,0,0,1546,UMass,155,45,169,25,10,5,40,1,2,7,18,5,2,1,2054,2013,11,2,113,2459.0
Illinois,90,24,321,52,33,9,71,0,2,8,13,8,1,0,1549,Penn State,250,48,240,32,20,11,95,1,0,10,18,8,3,2,2051,2013,11,2,213,356.0
Alabama St.,149,38,148,28,12,11,90,2,0,8,16,7,1,0,1618,Kentucky,233,44,189,29,17,4,29,0,0,11,17,8,3,2,1982,2013,11,2,96,
Hawaii,59,25,260,44,22,5,66,0,3,4,18,6,2,0,1246,Utah State,163,44,370,42,28,4,35,0,1,8,19,11,0,0,2354,2013,11,2,328,62.0
OSU,345,41,295,36,28,6,48,0,1,17,12,8,1,0,2112,Purdue,27,27,89,29,13,3,25,1,1,3,12,2,0,0,1488,2013,11,2,2509,194.0
Minnesota,248,52,325,26,17,3,23,1,0,9,14,6,3,1,2282,Indiana,227,37,269,38,21,3,40,1,0,11,15,6,0,0,1318,2013,11,2,84,135.0
Colorado,134,40,247,36,25,6,40,1,0,6,17,8,1,0,2159,UCLA,139,33,273,24,19,11,122,0,0,6,11,6,0,0,1441,2013,11,2,26,38.0
Wake Forest,40,18,173,54,22,7,65,0,1,4,18,4,1,0,1672,Syracuse,183,45,169,31,19,7,56,0,0,9,19,6,1,0,1928,2013,11,2,183,154.0
ECU,74,19,299,36,24,5,60,0,0,4,11,4,1,1,1163,FIU,73,43,194,33,21,3,40,0,1,11,16,6,3,1,2437,2013,11,2,2229,151.0
Temple,119,33,203,31,21,8,55,1,2,10,13,5,3,2,1854,Rutgers,69,28,371,39,27,9,75,1,0,3,12,4,2,1,1746,2013,11,2,164,218.0
Arkansas State,189,47,160,25,21,11,73,1,0,11,14,5,1,1,1892,South Alabama,143,40,228,30,15,3,35,0,1,8,14,3,1,0,1708,2013,11,2,6,2032.0
Arizona,187,51,261,38,24,7,58,0,0,12,16,4,2,1,1977,Cal,130,26,289,56,34,8,82,0,2,6,16,4,3,2,1623,2013,11,2,25,12.0
UTSA,286,39,114,20,16,2,20,1,0,11,12,3,0,0,1838,Tulsa,157,36,221,45,25,3,20,2,2,11,20,9,3,2,1762,2013,11,2,202,2636.0
West Virginia,148,36,267,41,25,4,50,0,2,6,15,5,0,0,1706,TCU,60,29,394,58,40,7,67,2,2,8,15,6,0,0,1894,2013,11,2,2628,277.0
Bowling Green,189,41,258,30,21,3,30,0,1,14,9,5,1,1,1949,Miami (OH),97,37,131,25,15,5,37,3,0,8,13,5,2,0,1651,2013,11,5,193,189.0
Ohio,69,34,164,38,17,4,55,1,0,3,17,5,1,0,1674,Buffalo,252,42,169,23,13,7,88,0,1,11,15,6,0,0,1926,2013,11,5,2084,195.0
Cent Michigan,113,27,284,32,20,6,65,2,1,5,11,4,1,1,1647,Ball State,250,44,299,29,20,3,35,0,0,14,10,1,4,2,1953,2013,11,6,2050,2117.0
Troy,192,39,277,45,26,8,76,0,0,12,17,9,3,2,1806,LA-Lafayette,193,44,185,13,8,5,50,1,1,11,11,6,3,1,1517,2013,11,7,309,2653.0
Oklahoma,87,34,150,35,15,13,97,0,2,2,17,4,3,1,1757,Baylor,255,54,204,26,13,12,119,0,0,15,15,5,3,2,1843,2013,11,7,239,201.0
Oregon,62,24,250,34,20,10,81,2,0,4,10,3,4,3,1046,Stanford,274,66,103,13,7,2,10,0,0,19,21,14,1,1,2554,2013,11,7,24,2483.0
Air Force,257,48,188,23,15,3,30,0,0,15,12,6,4,3,1496,New Mexico,451,65,28,3,1,2,15,0,0,26,10,5,2,2,2104,2013,11,8,167,2005.0
Louisville,81,30,288,37,21,12,101,0,1,4,13,4,1,0,1935,UConn,58,33,179,38,20,2,10,2,3,6,17,6,2,2,1665,2013,11,8,41,97.0
Nevada,164,33,247,47,31,3,11,0,0,5,19,8,4,2,1883,Colorado State,331,37,239,27,20,3,65,0,1,11,12,6,0,0,1717,2013,11,9,36,2440.0
Old Dominion,88,30,533,56,40,7,65,0,1,4,17,8,3,2,1803,Idaho,177,47,328,34,16,4,50,1,2,13,15,6,3,0,1797,2013,11,9,70,295.0
Texas,152,41,283,49,27,5,37,1,1,6,23,10,1,1,1875,West Virginia,109,47,290,36,18,3,33,3,2,10,18,7,1,0,1725,2013,11,9,277,251.0
Utah State,153,45,288,28,16,7,34,2,0,11,17,10,1,0,1623,UNLV,150,42,252,39,17,5,50,0,1,12,16,6,3,1,1977,2013,11,9,2439,328.0
UTEP,56,42,128,20,14,5,40,0,1,6,16,4,1,1,1986,North Texas,317,43,154,24,10,6,35,0,0,12,13,5,1,1,1614,2013,11,9,249,2638.0
Fresno State,234,42,366,47,34,6,55,0,0,14,14,9,1,1,2170,Wyoming,156,31,140,33,19,8,58,1,1,4,16,5,4,2,1430,2013,11,9,2751,278.0
San Diego State,174,35,235,31,18,7,60,1,1,9,12,4,2,2,1720,San Jose State,81,25,301,48,27,4,22,0,2,2,16,6,1,0,1880,2013,11,9,23,21.0
FIU,91,32,142,19,12,2,13,3,1,4,11,3,2,0,1734,Mid Tennessee,249,49,307,25,19,3,29,1,0,13,11,7,1,0,1866,2013,11,9,2393,2229.0
UCLA,249,49,227,26,18,5,54,1,0,13,18,9,1,0,1992,Arizona,239,47,186,33,20,5,44,1,1,11,14,5,2,0,1608,2013,11,9,12,26.0
Arkansas State,259,58,235,23,16,6,56,1,0,15,16,8,3,1,2143,UL Monroe,137,28,191,37,17,4,30,0,2,9,14,2,2,1,1457,2013,11,9,2433,2032.0
Kansas,202,49,114,25,10,8,80,0,1,10,20,5,3,1,2260,Oklahoma State,85,31,274,39,20,3,21,0,0,4,15,6,0,0,1340,2013,11,9,197,2305.0
Vanderbilt,126,44,57,12,6,8,57,0,0,9,13,4,2,2,1740,Florida,39,34,305,46,30,11,84,1,3,6,14,5,3,2,1860,2013,11,9,57,238.0
FSU,89,34,207,39,22,5,40,1,1,7,15,5,1,0,1738,Wake Forest,103,40,63,25,7,10,100,1,6,4,17,5,0,0,1862,2013,11,9,154,52.0
Tulane,149,38,199,36,18,14,105,1,2,8,12,6,0,0,2251,UTSA,132,29,183,25,10,8,94,2,0,6,13,6,0,0,1349,2013,11,9,2636,2655.0
Syracuse,242,45,140,24,15,12,115,1,1,12,14,3,2,2,1815,Maryland,81,36,211,40,21,2,10,2,2,6,17,5,4,1,1785,2013,11,9,120,183.0
TCU,123,38,245,36,20,5,35,0,2,6,19,6,1,1,1788,Iowa State,110,42,173,40,19,4,35,2,0,8,20,7,1,1,1812,2013,11,9,66,2628.0
Iowa,318,52,191,20,12,6,35,1,0,22,12,8,1,0,1918,Purdue,53,28,213,34,20,2,20,1,0,3,17,8,2,1,1682,2013,11,9,2509,2294.0
Arizona State,149,39,144,31,19,3,14,1,0,9,13,3,0,0,1642,Utah,126,46,121,21,6,7,80,0,2,8,18,5,2,2,1958,2013,11,9,254,9.0
UVA,112,40,204,43,22,5,45,0,2,7,20,8,3,0,2012,UNC,201,41,214,29,16,13,102,0,1,9,15,7,0,0,1588,2013,11,9,153,258.0
LSU,43,31,241,23,16,7,73,2,0,4,12,7,2,0,1569,Alabama,193,42,179,20,14,4,35,0,0,13,10,5,1,1,2031,2013,11,9,333,99.0
Kansas State,291,45,76,11,7,6,62,0,0,13,9,5,0,0,1779,Texas Tech,105,32,354,64,47,10,80,1,2,7,17,9,2,1,1821,2013,11,9,2641,2306.0
Illinois,162,34,450,58,38,9,70,0,1,10,19,11,3,0,2096,Indiana,371,43,279,28,21,6,55,1,1,14,11,4,3,3,1504,2013,11,9,84,356.0
UAB,288,56,176,17,10,2,15,2,0,14,16,7,4,2,2341,Marshall,381,32,276,20,14,8,50,0,0,15,6,3,1,1,1259,2013,11,9,276,5.0
Southern Miss,59,21,298,52,25,3,19,0,4,2,15,6,1,0,1604,LA Tech,311,48,158,37,22,3,34,1,0,13,19,9,1,1,1996,2013,11,9,2348,2572.0
Auburn,444,53,35,7,3,1,5,1,1,23,9,4,1,1,1695,Tennessee,226,43,128,25,16,4,30,0,1,12,13,4,1,0,1905,2013,11,9,2633,2.0
North Carolina St,164,48,248,33,13,6,50,1,3,10,18,6,1,0,1992,Duke,123,31,198,34,20,2,13,1,3,5,15,3,1,1,1608,2013,11,9,150,152.0
BYU,163,39,207,42,19,6,35,0,1,9,19,7,1,1,1438,Wisconsin,229,45,196,32,23,2,10,1,1,11,17,7,1,1,2162,2013,11,9,275,252.0
Arkansas,196,34,193,32,18,6,47,0,1,13,12,3,2,2,1619,Ole Miss,103,38,428,38,29,5,35,0,2,8,13,6,1,0,1981,2013,11,9,145,8.0
VT,183,47,366,31,25,11,71,0,0,9,14,8,1,0,2370,Miami (FL),28,24,324,29,16,2,10,2,0,3,12,3,3,2,1230,2013,11,9,2390,259.0
USC,256,29,243,22,17,7,71,0,0,10,9,5,0,0,1617,Cal,190,43,293,53,37,6,60,0,0,13,17,6,4,1,1983,2013,11,9,25,30.0
Notre Dame,138,24,318,39,18,5,45,1,2,3,14,5,2,1,1407,Pitt,112,41,243,35,22,5,45,0,0,8,13,3,0,0,2193,2013,11,9,221,87.0
SMU,48,20,403,47,38,8,78,0,0,2,12,5,1,1,1632,Cincinnati,163,45,299,32,27,6,59,1,2,12,16,10,2,1,1968,2013,11,9,2132,2567.0
W Kentucky,135,40,199,24,16,5,30,1,1,10,12,7,1,0,1783,Army,277,46,70,12,8,6,46,2,0,12,15,9,2,1,1817,2013,11,9,349,98.0
Appalachian St,32,32,221,39,22,11,65,1,1,2,19,7,2,1,1992,Georgia,127,30,441,42,30,7,52,1,2,7,9,5,2,0,1608,2013,11,9,61,2026.0
Colorado,128,37,171,25,14,1,4,1,2,6,15,6,2,0,1748,Washington,316,51,312,29,22,6,50,0,0,13,13,8,4,2,1852,2013,11,9,264,38.0
W Michigan,120,38,348,40,24,8,75,0,1,9,17,7,0,0,1974,E Michigan,267,45,136,22,9,7,70,1,1,14,13,6,3,2,1626,2013,11,9,2199,2711.0
Miss St,299,43,257,42,23,4,40,0,1,17,13,4,2,1,2092,Texas A&M,91,33,446,39,30,10,105,0,3,7,13,6,0,0,1508,2013,11,9,245,344.0
Boston College,320,35,230,25,17,2,24,2,0,10,13,5,1,1,1671,New Mexico St,159,29,389,57,43,10,79,0,1,8,18,9,0,0,1929,2013,11,9,166,103.0
Tulsa,188,40,175,44,19,1,15,1,3,12,20,10,3,1,1743,ECU,121,37,384,50,34,3,15,1,0,10,16,10,1,0,1857,2013,11,9,151,202.0
UT Martin,164,42,122,19,8,6,60,1,1,6,14,4,1,1,1906,Memphis,153,39,189,22,15,12,123,1,1,7,13,6,0,0,1694,2013,11,9,235,
Nebraska,128,43,145,23,12,5,31,2,0,8,16,6,1,1,1636,Michigan,-21,36,196,27,18,2,18,0,0,0,15,3,3,1,1964,2013,11,9,130,158.0
Penn State,190,36,163,25,14,1,10,2,0,11,9,1,3,1,1472,Minnesota,195,46,186,25,15,5,45,1,0,8,17,9,3,3,2128,2013,11,9,135,213.0
Hawaii,218,47,246,33,29,10,82,2,0,16,14,7,2,2,1822,Navy,383,61,59,8,4,4,35,0,0,18,13,6,3,1,1778,2013,11,9,2426,62.0
Missouri,223,30,203,28,17,2,20,2,0,5,12,6,2,2,1354,Kentucky,134,51,235,28,18,5,45,1,0,10,18,6,2,1,2246,2013,11,9,96,142.0
Houston,136,29,231,46,24,8,72,0,2,9,12,5,2,0,1487,UCF,188,45,210,24,17,2,16,2,1,12,12,5,1,1,2113,2013,11,9,2116,248.0
Buffalo,104,30,497,59,36,5,49,2,0,3,19,11,1,0,1783,Toledo,323,50,228,20,11,4,35,1,0,13,11,4,1,0,1817,2013,11,12,2649,2084.0
Ohio,56,29,116,33,18,3,27,1,1,4,16,2,4,2,1583,Bowling Green,207,41,253,20,13,4,40,0,1,11,10,6,0,0,2017,2013,11,12,189,195.0
Ball State,170,34,324,49,35,6,45,0,1,7,14,7,1,0,1993,N Illinois,224,40,345,33,26,0,0,1,0,15,12,6,2,2,1607,2013,11,13,2459,2050.0
Miami (OH),112,40,64,14,5,4,20,1,1,7,12,2,1,1,1562,Kent State,300,46,147,23,13,5,45,1,0,13,13,4,4,2,2038,2013,11,13,2309,193.0
Marshall,163,45,456,58,33,2,21,4,1,11,21,14,1,1,1904,Tulsa,184,44,161,39,13,2,10,1,1,10,17,3,3,2,1696,2013,11,14,202,276.0
Georgia Tech,248,45,192,26,15,6,55,1,1,12,15,7,1,0,2068,Clemson,168,37,383,30,23,7,65,0,1,10,11,4,1,1,1532,2013,11,14,228,59.0
